Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
1089,2022-01-03,LAC,,MIN,L 104-122,240,39,78,.500,28,46,.609,11,32,.344,15,17,.882,104,49,93,.527,33,48,.688,16,45,.356,8,9,.889,122
1090,2022-01-03,MIN,@,LAC,W 122-104,240,49,93,.527,33,48,.688,16,45,.356,8,9,.889,122,39,78,.500,28,46,.609,11,32,.344,15,17,.882,104
1091,2022-01-03,DET,@,MIL,W 115-106,240,44,91,.484,26,48,.542,18,43,.419,9,14,.643,115,39,92,.424,28,46,.609,11,46,.239,17,22,.773,106
1092,2022-01-03,MIL,,DET,L 106-115,240,39,92,.424,28,46,.609,11,46,.239,17,22,.773,106,44,91,.484,26,48,.542,18,43,.419,9,14,.643,115
1093,2022-01-03,NOP,,UTA,L 104-115,240,39,97,.402,27,51,.529,12,46,.261,14,22,.636,104,41,85,.482,22,46,.478,19,39,.487,14,17,.824,115
1094,2022-01-03,UTA,@,NOP,W 115-104,240,41,85,.482,22,46,.478,19,39,.487,14,17,.824,115,39,97,.402,27,51,.529,12,46,.261,14,22,.636,104
1095,2022-01-03,HOU,@,PHI,L 113-133,240,37,89,.416,22,45,.489,15,44,.341,24,33,.727,113,50,96,.521,33,56,.589,17,40,.425,16,17,.941,133
1096,2022-01-03,PHI,,HOU,W 133-113,240,50,96,.521,33,56,.589,17,40,.425,16,17,.941,133,37,89,.416,22,45,.489,15,44,.341,24,33,.727,113
1097,2022-01-03,ATL,@,POR,L 131-136,240,48,88,.545,34,47,.723,14,41,.341,21,24,.875,131,47,89,.528,29,48,.604,18,41,.439,24,28,.857,136
1098,2022-01-03,POR,,ATL,W 136-131,240,47,89,.528,29,48,.604,18,41,.439,24,28,.857,136,48,88,.545,34,47,.723,14,41,.341,21,24,.875,131
1099,2022-01-03,CHO,@,WAS,L 121-124,240,50,104,.481,36,66,.545,14,38,.368,7,13,.538,121,40,87,.460,24,49,.490,16,38,.421,28,31,.903,124
1100,2022-01-03,WAS,,CHO,W 124-121,240,40,87,.460,24,49,.490,16,38,.421,28,31,.903,124,50,104,.481,36,66,.545,14,38,.368,7,13,.538,121
1101,2022-01-04,CLE,,MEM,L 106-110,240,40,92,.435,30,58,.517,10,34,.294,16,21,.762,106,42,90,.467,33,63,.524,9,27,.333,17,22,.773,110
1102,2022-01-04,MEM,@,CLE,W 110-106,240,42,90,.467,33,63,.524,9,27,.333,17,22,.773,110,40,92,.435,30,58,.517,10,34,.294,16,21,.762,106
1103,2022-01-04,LAL,,SAC,W 122-114,240,49,99,.495,38,67,.567,11,32,.344,13,20,.650,122,43,83,.518,29,49,.592,14,34,.412,14,18,.778,114
1104,2022-01-04,SAC,@,LAL,L 114-122,240,43,83,.518,29,49,.592,14,34,.412,14,18,.778,114,49,99,.495,38,67,.567,11,32,.344,13,20,.650,122
1105,2022-01-04,NOP,,PHO,L 110-123,240,36,89,.404,26,56,.464,10,33,.303,28,32,.875,110,46,85,.541,29,54,.537,17,31,.548,14,20,.700,123
1106,2022-01-04,PHO,@,NOP,W 123-110,240,46,85,.541,29,54,.537,17,31,.548,14,20,.700,123,36,89,.404,26,56,.464,10,33,.303,28,32,.875,110
1107,2022-01-04,IND,@,NYK,L 94-104,240,32,76,.421,23,38,.605,9,38,.237,21,32,.656,94,39,80,.488,33,52,.635,6,28,.214,20,28,.714,104
1108,2022-01-04,NYK,,IND,W 104-94,240,39,80,.488,33,52,.635,6,28,.214,20,28,.714,104,32,76,.421,23,38,.605,9,38,.237,21,32,.656,94
1109,2022-01-04,SAS,@,TOR,L 104-129,240,41,95,.432,32,60,.533,9,35,.257,13,19,.684,104,45,96,.469,27,52,.519,18,44,.409,21,29,.724,129
1110,2022-01-04,TOR,,SAS,W 129-104,240,45,96,.469,27,52,.519,18,44,.409,21,29,.724,129,41,95,.432,32,60,.533,9,35,.257,13,19,.684,104
1111,2022-01-05,BOS,,SAS,L 97-99,240,40,90,.444,31,62,.500,9,28,.321,8,9,.889,97,42,88,.477,32,62,.516,10,26,.385,5,5,1.000,99
1112,2022-01-05,SAS,@,BOS,W 99-97,240,42,88,.477,32,62,.516,10,26,.385,5,5,1.000,99,40,90,.444,31,62,.500,9,28,.321,8,9,.889,97
1113,2022-01-05,CHO,,DET,W 140-111,240,48,81,.593,24,39,.615,24,42,.571,20,29,.690,140,43,92,.467,29,50,.580,14,42,.333,11,20,.550,111
1114,2022-01-05,DET,@,CHO,L 111-140,240,43,92,.467,29,50,.580,14,42,.333,11,20,.550,111,48,81,.593,24,39,.615,24,42,.571,20,29,.690,140
1115,2022-01-05,DAL,,GSW,W 99-82,240,33,87,.379,21,47,.447,12,40,.300,21,26,.808,99,33,81,.407,28,53,.528,5,28,.179,11,16,.688,82
1116,2022-01-05,GSW,@,DAL,L 82-99,240,33,81,.407,28,53,.528,5,28,.179,11,16,.688,82,33,87,.379,21,47,.447,12,40,.300,21,26,.808,99
1117,2022-01-05,DEN,,UTA,L 109-115,240,42,88,.477,31,52,.596,11,36,.306,14,15,.933,109,43,92,.467,29,51,.569,14,41,.341,15,18,.833,115
1118,2022-01-05,UTA,@,DEN,W 115-109,240,43,92,.467,29,51,.569,14,41,.341,15,18,.833,115,42,88,.477,31,52,.596,11,36,.306,14,15,.933,109
1119,2022-01-05,BRK,@,IND,W 129-121,240,49,86,.570,44,65,.677,5,21,.238,26,29,.897,129,41,82,.500,28,43,.651,13,39,.333,26,28,.929,121
1120,2022-01-05,IND,,BRK,L 121-129,240,41,82,.500,28,43,.651,13,39,.333,26,28,.929,121,49,86,.570,44,65,.677,5,21,.238,26,29,.897,129
1121,2022-01-05,MIL,,TOR,L 111-117,240,38,85,.447,21,46,.457,17,39,.436,18,26,.692,111,42,89,.472,26,53,.491,16,36,.444,17,25,.680,117
1122,2022-01-05,TOR,@,MIL,W 117-111,240,42,89,.472,26,53,.491,16,36,.444,17,25,.680,117,38,85,.447,21,46,.457,17,39,.436,18,26,.692,111
1123,2022-01-05,MIN,,OKC,W 98-90,240,36,90,.400,24,46,.522,12,44,.273,14,20,.700,98,33,90,.367,24,55,.436,9,35,.257,15,18,.833,90
1124,2022-01-05,OKC,@,MIN,L 90-98,240,33,90,.367,24,55,.436,9,35,.257,15,18,.833,90,36,90,.400,24,46,.522,12,44,.273,14,20,.700,98
1125,2022-01-05,ORL,,PHI,L 106-116,240,40,90,.444,28,51,.549,12,39,.308,14,20,.700,106,43,85,.506,31,57,.544,12,28,.429,18,24,.750,116
1126,2022-01-05,PHI,@,ORL,W 116-106,240,43,85,.506,31,57,.544,12,28,.429,18,24,.750,116,40,90,.444,28,51,.549,12,39,.308,14,20,.700,106
1127,2022-01-05,MIA,@,POR,W 115-109,240,37,82,.451,18,41,.439,19,41,.463,22,29,.759,115,33,78,.423,18,40,.450,15,38,.395,28,36,.778,109
1128,2022-01-05,POR,,MIA,L 109-115,240,33,78,.423,18,40,.450,15,38,.395,28,36,.778,109,37,82,.451,18,41,.439,19,41,.463,22,29,.759,115
1129,2022-01-05,ATL,@,SAC,W 108-102,240,39,86,.453,31,56,.554,8,30,.267,22,30,.733,108,38,90,.422,27,63,.429,11,27,.407,15,20,.750,102
1130,2022-01-05,SAC,,ATL,L 102-108,240,38,90,.422,27,63,.429,11,27,.407,15,20,.750,102,39,86,.453,31,56,.554,8,30,.267,22,30,.733,108
1131,2022-01-05,HOU,@,WAS,W 114-111,240,40,85,.471,31,59,.525,9,26,.346,25,32,.781,114,40,91,.440,30,52,.577,10,39,.256,21,26,.808,111
1132,2022-01-05,WAS,,HOU,L 111-114,240,40,91,.440,30,52,.577,10,39,.256,21,26,.808,111,40,85,.471,31,59,.525,9,26,.346,25,32,.781,114
1133,2022-01-06,DET,@,MEM,L 88-118,240,34,99,.343,24,55,.436,10,44,.227,10,13,.769,88,48,98,.490,38,66,.576,10,32,.313,12,19,.632,118
1134,2022-01-06,MEM,,DET,W 118-88,240,48,98,.490,38,66,.576,10,32,.313,12,19,.632,118,34,99,.343,24,55,.436,10,44,.227,10,13,.769,88
1135,2022-01-06,GSW,@,NOP,L 96-101,240,37,87,.425,30,54,.556,7,33,.212,15,18,.833,96,35,83,.422,27,49,.551,8,34,.235,23,29,.793,101
1136,2022-01-06,NOP,,GSW,W 101-96,240,35,83,.422,27,49,.551,8,34,.235,23,29,.793,101,37,87,.425,30,54,.556,7,33,.212,15,18,.833,96
1137,2022-01-06,BOS,@,NYK,L 105-108,240,38,80,.475,21,35,.600,17,45,.378,12,13,.923,105,40,90,.444,22,54,.407,18,36,.500,10,15,.667,108
1138,2022-01-06,NYK,,BOS,W 108-105,240,40,90,.444,22,54,.407,18,36,.500,10,15,.667,108,38,80,.475,21,35,.600,17,45,.378,12,13,.923,105
1139,2022-01-06,LAC,@,PHO,L 89-106,240,31,86,.360,25,58,.431,6,28,.214,21,25,.840,89,44,107,.411,34,76,.447,10,31,.323,8,10,.800,106
1140,2022-01-06,PHO,,LAC,W 106-89,240,44,107,.411,34,76,.447,10,31,.323,8,10,.800,106,31,86,.360,25,58,.431,6,28,.214,21,25,.840,89
1141,2022-01-07,BRK,,MIL,L 109-121,240,42,92,.457,36,65,.554,6,27,.222,19,20,.950,109,44,96,.458,28,51,.549,16,45,.356,17,21,.810,121
1142,2022-01-07,MIL,@,BRK,W 121-109,240,44,96,.458,28,51,.549,16,45,.356,17,21,.810,121,42,92,.457,36,65,.554,6,27,.222,19,20,.950,109
1143,2022-01-07,CHI,,WAS,W 130-122,240,48,91,.527,33,58,.569,15,33,.455,19,21,.905,130,45,88,.511,38,64,.594,7,24,.292,25,26,.962,122
1144,2022-01-07,WAS,@,CHI,L 122-130,240,45,88,.511,38,64,.594,7,24,.292,25,26,.962,122,48,91,.527,33,58,.569,15,33,.455,19,21,.905,130
1145,2022-01-07,DEN,,SAC,W 121-111,240,47,85,.553,35,51,.686,12,34,.353,15,24,.625,121,40,92,.435,29,63,.460,11,29,.379,20,24,.833,111
1146,2022-01-07,SAC,@,DEN,L 111-121,240,40,92,.435,29,63,.460,11,29,.379,20,24,.833,111,47,85,.553,35,51,.686,12,34,.353,15,24,.625,121
1147,2022-01-07,DAL,@,HOU,W 130-106,240,49,90,.544,32,52,.615,17,38,.447,15,28,.536,130,37,87,.425,25,44,.568,12,43,.279,20,29,.690,106
1148,2022-01-07,HOU,,DAL,L 106-130,240,37,87,.425,25,44,.568,12,43,.279,20,29,.690,106,49,90,.544,32,52,.615,17,38,.447,15,28,.536,130
1149,2022-01-07,ATL,@,LAL,L 118-134,240,43,96,.448,30,60,.500,13,36,.361,19,27,.704,118,50,101,.495,33,60,.550,17,41,.415,17,19,.895,134
1150,2022-01-07,LAL,,ATL,W 134-118,240,50,101,.495,33,60,.550,17,41,.415,17,19,.895,134,43,96,.448,30,60,.500,13,36,.361,19,27,.704,118
1151,2022-01-07,MIN,@,OKC,W 135-105,240,50,90,.556,33,49,.673,17,41,.415,18,25,.720,135,36,89,.404,21,45,.467,15,44,.341,18,23,.783,105
1152,2022-01-07,OKC,,MIN,L 105-135,240,36,89,.404,21,45,.467,15,44,.341,18,23,.783,105,50,90,.556,33,49,.673,17,41,.415,18,25,.720,135
1153,2022-01-07,PHI,,SAS,W 119-100,240,45,87,.517,37,64,.578,8,23,.348,21,27,.778,119,38,92,.413,29,62,.468,9,30,.300,15,20,.750,100
1154,2022-01-07,SAS,@,PHI,L 100-119,240,38,92,.413,29,62,.468,9,30,.300,15,20,.750,100,45,87,.517,37,64,.578,8,23,.348,21,27,.778,119
1155,2022-01-07,CLE,@,POR,W 114-101,240,39,80,.488,22,41,.537,17,39,.436,19,29,.655,114,37,92,.402,21,57,.368,16,35,.457,11,19,.579,101
1156,2022-01-07,POR,,CLE,L 101-114,240,37,92,.402,21,57,.368,16,35,.457,11,19,.579,101,39,80,.488,22,41,.537,17,39,.436,19,29,.655,114
1157,2022-01-07,TOR,,UTA,W 122-108,240,45,100,.450,33,59,.559,12,41,.293,20,25,.800,122,39,81,.481,22,43,.512,17,38,.447,13,18,.722,108
1158,2022-01-07,UTA,@,TOR,L 108-122,240,39,81,.481,22,43,.512,17,38,.447,13,18,.722,108,45,100,.450,33,59,.559,12,41,.293,20,25,.800,122
1159,2022-01-08,BOS,,NYK,W 99-75,240,36,76,.474,24,47,.511,12,29,.414,15,17,.882,99,29,79,.367,18,48,.375,11,31,.355,6,15,.400,75
1160,2022-01-08,NYK,@,BOS,L 75-99,240,29,79,.367,18,48,.375,11,31,.355,6,15,.400,75,36,76,.474,24,47,.511,12,29,.414,15,17,.882,99
1161,2022-01-08,CHO,,MIL,W 114-106,240,44,99,.444,28,51,.549,16,48,.333,10,17,.588,114,35,90,.389,23,53,.434,12,37,.324,24,26,.923,106
1162,2022-01-08,MIL,@,CHO,L 106-114,240,35,90,.389,23,53,.434,12,37,.324,24,26,.923,106,44,99,.444,28,51,.549,16,48,.333,10,17,.588,114
1163,2022-01-08,DET,,ORL,W 97-92,240,38,87,.437,28,54,.519,10,33,.303,11,16,.688,97,29,86,.337,15,40,.375,14,46,.304,20,23,.870,92
1164,2022-01-08,ORL,@,DET,L 92-97,240,29,86,.337,15,40,.375,14,46,.304,20,23,.870,92,38,87,.437,28,54,.519,10,33,.303,11,16,.688,97
1165,2022-01-08,IND,,UTA,W 125-113,240,44,80,.550,30,51,.588,14,29,.483,23,32,.719,125,40,84,.476,25,49,.510,15,35,.429,18,19,.947,113
1166,2022-01-08,UTA,@,IND,L 113-125,240,40,84,.476,25,49,.510,15,35,.429,18,19,.947,113,44,80,.550,30,51,.588,14,29,.483,23,32,.719,125
1167,2022-01-08,LAC,,MEM,L 108-123,240,39,96,.406,29,64,.453,10,32,.313,20,24,.833,108,44,100,.440,32,62,.516,12,38,.316,23,31,.742,123
1168,2022-01-08,MEM,@,LAC,W 123-108,240,44,100,.440,32,62,.516,12,38,.316,23,31,.742,123,39,96,.406,29,64,.453,10,32,.313,20,24,.833,108
1169,2022-01-08,MIA,@,PHO,W 123-100,240,44,88,.500,22,44,.500,22,44,.500,13,15,.867,123,30,79,.380,16,45,.356,14,34,.412,26,29,.897,100
1170,2022-01-08,PHO,,MIA,L 100-123,240,30,79,.380,16,45,.356,14,34,.412,26,29,.897,100,44,88,.500,22,44,.500,22,44,.500,13,15,.867,123
1171,2022-01-09,BRK,,SAS,W 121-119 (OT),265,47,98,.480,39,70,.557,8,28,.286,19,22,.864,121,46,107,.430,33,75,.440,13,32,.406,14,18,.778,119
1172,2022-01-09,SAS,@,BRK,L 119-121 (OT),265,46,107,.430,33,75,.440,13,32,.406,14,18,.778,119,47,98,.480,39,70,.557,8,28,.286,19,22,.864,121
1173,2022-01-09,CHI,@,DAL,L 99-113,240,39,90,.433,28,57,.491,11,33,.333,10,13,.769,99,44,88,.500,28,52,.538,16,36,.444,9,9,1.000,113
1174,2022-01-09,DAL,,CHI,W 113-99,240,44,88,.500,28,52,.538,16,36,.444,9,9,1.000,113,39,90,.433,28,57,.491,11,33,.333,10,13,.769,99
1175,2022-01-09,CLE,@,GSW,L 82-96,240,32,75,.427,25,51,.490,7,24,.292,11,18,.611,82,39,97,.402,29,55,.527,10,42,.238,8,10,.800,96
1176,2022-01-09,GSW,,CLE,W 96-82,240,39,97,.402,29,55,.527,10,42,.238,8,10,.800,96,32,75,.427,25,51,.490,7,24,.292,11,18,.611,82
1177,2022-01-09,HOU,,MIN,L 123-141,240,46,97,.474,32,54,.593,14,43,.326,17,28,.607,123,55,108,.509,40,66,.606,15,42,.357,16,21,.762,141
1178,2022-01-09,MIN,@,HOU,W 141-123,240,55,108,.509,40,66,.606,15,42,.357,16,21,.762,141,46,97,.474,32,54,.593,14,43,.326,17,28,.607,123
1179,2022-01-09,ATL,@,LAC,L 93-106,240,35,78,.449,28,52,.538,7,26,.269,16,19,.842,93,44,92,.478,32,59,.542,12,33,.364,6,7,.857,106
1180,2022-01-09,LAC,,ATL,W 106-93,240,44,92,.478,32,59,.542,12,33,.364,6,7,.857,106,35,78,.449,28,52,.538,7,26,.269,16,19,.842,93
1181,2022-01-09,LAL,,MEM,L 119-127,240,45,97,.464,31,64,.484,14,33,.424,15,19,.789,119,47,86,.547,36,56,.643,11,30,.367,22,32,.688,127
1182,2022-01-09,MEM,@,LAL,W 127-119,240,47,86,.547,36,56,.643,11,30,.367,22,32,.688,127,45,97,.464,31,64,.484,14,33,.424,15,19,.789,119
1183,2022-01-09,DEN,@,OKC,W 99-95,240,37,89,.416,24,53,.453,13,36,.361,12,16,.750,99,38,88,.432,29,50,.580,9,38,.237,10,12,.833,95
1184,2022-01-09,OKC,,DEN,L 95-99,240,38,88,.432,29,50,.580,9,38,.237,10,12,.833,95,37,89,.416,24,53,.453,13,36,.361,12,16,.750,99
1185,2022-01-09,ORL,,WAS,L 100-102,240,38,95,.400,29,67,.433,9,28,.321,15,16,.938,100,36,88,.409,25,59,.424,11,29,.379,19,24,.792,102
1186,2022-01-09,WAS,@,ORL,W 102-100,240,36,88,.409,25,59,.424,11,29,.379,19,24,.792,102,38,95,.400,29,67,.433,9,28,.321,15,16,.938,100
1187,2022-01-09,POR,,SAC,W 103-88,240,37,88,.420,20,48,.417,17,40,.425,12,15,.800,103,33,85,.388,26,54,.481,7,31,.226,15,21,.714,88
1188,2022-01-09,SAC,@,POR,L 88-103,240,33,85,.388,26,54,.481,7,31,.226,15,21,.714,88,37,88,.420,20,48,.417,17,40,.425,12,15,.800,103
1189,2022-01-09,NOP,@,TOR,L 101-105,240,34,75,.453,22,42,.524,12,33,.364,21,25,.840,101,36,85,.424,22,51,.431,14,34,.412,19,20,.950,105
1190,2022-01-09,TOR,,NOP,W 105-101,240,36,85,.424,22,51,.431,14,34,.412,19,20,.950,105,34,75,.453,22,42,.524,12,33,.364,21,25,.840,101
1191,2022-01-10,BOS,,IND,W 101-98 (OT),265,35,88,.398,27,60,.450,8,28,.286,23,28,.821,101,36,94,.383,25,57,.439,11,37,.297,15,17,.882,98
1192,2022-01-10,IND,@,BOS,L 98-101 (OT),265,36,94,.383,25,57,.439,11,37,.297,15,17,.882,98,35,88,.398,27,60,.450,8,28,.286,23,28,.821,101
1193,2022-01-10,CHO,,MIL,W 103-99,240,38,96,.396,25,52,.481,13,44,.295,14,16,.875,103,37,84,.440,24,41,.585,13,43,.302,12,16,.750,99
1194,2022-01-10,MIL,@,CHO,L 99-103,240,37,84,.440,24,41,.585,13,43,.302,12,16,.750,99,38,96,.396,25,52,.481,13,44,.295,14,16,.875,103
1195,2022-01-10,DET,,UTA,W 126-116,240,48,93,.516,29,56,.518,19,37,.514,11,12,.917,126,44,86,.512,33,53,.623,11,33,.333,17,22,.773,116
1196,2022-01-10,UTA,@,DET,L 116-126,240,44,86,.512,33,53,.623,11,33,.333,17,22,.773,116,48,93,.516,29,56,.518,19,37,.514,11,12,.917,126
1197,2022-01-10,HOU,,PHI,L 91-111,240,30,77,.390,17,35,.486,13,42,.310,18,27,.667,91,43,94,.457,33,59,.559,10,35,.286,15,18,.833,111
1198,2022-01-10,PHI,@,HOU,W 111-91,240,43,94,.457,33,59,.559,10,35,.286,15,18,.833,111,30,77,.390,17,35,.486,13,42,.310,18,27,.667,91
1199,2022-01-10,NYK,,SAS,W 111-96,240,40,82,.488,27,50,.540,13,32,.406,18,24,.750,111,39,95,.411,31,66,.470,8,29,.276,10,15,.667,96
1200,2022-01-10,SAS,@,NYK,L 96-111,240,39,95,.411,31,66,.470,8,29,.276,10,15,.667,96,40,82,.488,27,50,.540,13,32,.406,18,24,.750,111
1201,2022-01-10,BRK,@,POR,L 108-114,240,42,91,.462,30,59,.508,12,32,.375,12,15,.800,108,40,86,.465,25,48,.521,15,38,.395,19,26,.731,114
1202,2022-01-10,POR,,BRK,W 114-108,240,40,86,.465,25,48,.521,15,38,.395,19,26,.731,114,42,91,.462,30,59,.508,12,32,.375,12,15,.800,108
1203,2022-01-10,CLE,@,SAC,W 109-108,240,43,87,.494,33,53,.623,10,34,.294,13,15,.867,109,39,91,.429,25,61,.410,14,30,.467,16,22,.727,108
1204,2022-01-10,SAC,,CLE,L 108-109,240,39,91,.429,25,61,.410,14,30,.467,16,22,.727,108,43,87,.494,33,53,.623,10,34,.294,13,15,.867,109
1205,2022-01-11,CHI,,DET,W 133-87,240,50,92,.543,32,58,.552,18,34,.529,15,19,.789,133,30,89,.337,24,54,.444,6,35,.171,21,27,.778,87
1206,2022-01-11,DET,@,CHI,L 87-133,240,30,89,.337,24,54,.444,6,35,.171,21,27,.778,87,50,92,.543,32,58,.552,18,34,.529,15,19,.789,133
1207,2022-01-11,DEN,@,LAC,L 85-87,240,32,80,.400,28,47,.596,4,33,.121,17,20,.850,85,34,84,.405,24,50,.480,10,34,.294,9,12,.750,87
1208,2022-01-11,LAC,,DEN,W 87-85,240,34,84,.405,24,50,.480,10,34,.294,9,12,.750,87,32,80,.400,28,47,.596,4,33,.121,17,20,.850,85
1209,2022-01-11,GSW,@,MEM,L 108-116,240,35,82,.427,22,46,.478,13,36,.361,25,29,.862,108,44,100,.440,30,66,.455,14,34,.412,14,18,.778,116
1210,2022-01-11,MEM,,GSW,W 116-108,240,44,100,.440,30,66,.455,14,34,.412,14,18,.778,116,35,82,.427,22,46,.478,13,36,.361,25,29,.862,108
1211,2022-01-11,MIN,@,NOP,L 125-128,240,42,86,.488,24,47,.511,18,39,.462,23,31,.742,125,42,76,.553,26,43,.605,16,33,.485,28,37,.757,128
1212,2022-01-11,NOP,,MIN,W 128-125,240,42,76,.553,26,43,.605,16,33,.485,28,37,.757,128,42,86,.488,24,47,.511,18,39,.462,23,31,.742,125
1213,2022-01-11,PHO,@,TOR,W 99-95,240,35,74,.473,24,42,.571,11,32,.344,18,22,.818,99,36,89,.404,28,52,.538,8,37,.216,15,25,.600,95
1214,2022-01-11,TOR,,PHO,L 95-99,240,36,89,.404,28,52,.538,8,37,.216,15,25,.600,95,35,74,.473,24,42,.571,11,32,.344,18,22,.818,99
1215,2022-01-11,OKC,@,WAS,L 118-122,240,47,98,.480,36,59,.610,11,39,.282,13,15,.867,118,47,87,.540,36,54,.667,11,33,.333,17,23,.739,122
1216,2022-01-11,WAS,,OKC,W 122-118,240,47,87,.540,36,54,.667,11,33,.333,17,23,.739,122,47,98,.480,36,59,.610,11,39,.282,13,15,.867,118
1217,2022-01-12,ATL,,MIA,L 91-115,240,31,82,.378,18,37,.486,13,45,.289,16,23,.696,91,43,90,.478,27,45,.600,16,45,.356,13,14,.929,115
1218,2022-01-12,MIA,@,ATL,W 115-91,240,43,90,.478,27,45,.600,16,45,.356,13,14,.929,115,31,82,.378,18,37,.486,13,45,.289,16,23,.696,91
1219,2022-01-12,BRK,@,CHI,W 138-112,240,49,87,.563,32,55,.582,17,32,.531,23,28,.821,138,38,81,.469,27,51,.529,11,30,.367,25,31,.806,112
1220,2022-01-12,CHI,,BRK,L 112-138,240,38,81,.469,27,51,.529,11,30,.367,25,31,.806,112,49,87,.563,32,55,.582,17,32,.531,23,28,.821,138
1221,2022-01-12,BOS,@,IND,W 119-100,240,40,78,.513,22,40,.550,18,38,.474,21,25,.840,119,40,86,.465,33,50,.660,7,36,.194,13,20,.650,100
1222,2022-01-12,IND,,BOS,L 100-119,240,40,86,.465,33,50,.660,7,36,.194,13,20,.650,100,40,78,.513,22,40,.550,18,38,.474,21,25,.840,119
1223,2022-01-12,DAL,@,NYK,L 85-108,240,32,78,.410,24,41,.585,8,37,.216,13,19,.684,85,42,90,.467,30,63,.476,12,27,.444,12,15,.800,108
1224,2022-01-12,NYK,,DAL,W 108-85,240,42,90,.467,30,63,.476,12,27,.444,12,15,.800,108,32,78,.410,24,41,.585,8,37,.216,13,19,.684,85
1225,2022-01-12,CHO,@,PHI,W 109-98,240,46,89,.517,36,55,.655,10,34,.294,7,8,.875,109,34,73,.466,22,43,.512,12,30,.400,18,28,.643,98
1226,2022-01-12,PHI,,CHO,L 98-109,240,34,73,.466,22,43,.512,12,30,.400,18,28,.643,98,46,89,.517,36,55,.655,10,34,.294,7,8,.875,109
1227,2022-01-12,LAL,@,SAC,L 116-125,240,42,98,.429,26,51,.510,16,47,.340,16,24,.667,116,49,89,.551,38,59,.644,11,30,.367,16,19,.842,125
1228,2022-01-12,SAC,,LAL,W 125-116,240,49,89,.551,38,59,.644,11,30,.367,16,19,.842,125,42,98,.429,26,51,.510,16,47,.340,16,24,.667,116
1229,2022-01-12,HOU,@,SAS,W 128-124,240,45,82,.549,29,46,.630,16,36,.444,22,32,.688,128,43,99,.434,26,53,.491,17,46,.370,21,27,.778,124
1230,2022-01-12,SAS,,HOU,L 124-128,240,43,99,.434,26,53,.491,17,46,.370,21,27,.778,124,45,82,.549,29,46,.630,16,36,.444,22,32,.688,128
1231,2022-01-12,CLE,@,UTA,W 111-91,240,43,81,.531,32,51,.627,11,30,.367,14,17,.824,111,34,85,.400,18,38,.474,16,47,.340,7,11,.636,91
1232,2022-01-12,UTA,,CLE,L 91-111,240,34,85,.400,18,38,.474,16,47,.340,7,11,.636,91,43,81,.531,32,51,.627,11,30,.367,14,17,.824,111
1233,2022-01-12,ORL,@,WAS,L 106-112,240,41,99,.414,30,64,.469,11,35,.314,13,16,.813,106,43,82,.524,33,51,.647,10,31,.323,16,21,.762,112
1234,2022-01-12,WAS,,ORL,W 112-106,240,43,82,.524,33,51,.647,10,31,.323,16,21,.762,112,41,99,.414,30,64,.469,11,35,.314,13,16,.813,106
1235,2022-01-13,BRK,,OKC,L 109-130,240,41,98,.418,34,66,.515,7,32,.219,20,22,.909,109,47,91,.516,27,46,.587,20,45,.444,16,18,.889,130
1236,2022-01-13,OKC,@,BRK,W 130-109,240,47,91,.516,27,46,.587,20,45,.444,16,18,.889,130,41,98,.418,34,66,.515,7,32,.219,20,22,.909,109
1237,2022-01-13,DEN,,POR,W 140-108,240,52,83,.627,31,41,.756,21,42,.500,15,20,.750,140,39,86,.453,26,46,.565,13,40,.325,17,28,.607,108
1238,2022-01-13,POR,@,DEN,L 108-140,240,39,86,.453,26,46,.565,13,40,.325,17,28,.607,108,52,83,.627,31,41,.756,21,42,.500,15,20,.750,140
1239,2022-01-13,MEM,,MIN,W 116-108,240,42,92,.457,34,60,.567,8,32,.250,24,35,.686,116,41,96,.427,26,48,.542,15,48,.313,11,14,.786,108
1240,2022-01-13,MIN,@,MEM,L 108-116,240,41,96,.427,26,48,.542,15,48,.313,11,14,.786,108,42,92,.457,34,60,.567,8,32,.250,24,35,.686,116
1241,2022-01-13,GSW,@,MIL,L 99-118,240,33,95,.347,17,47,.362,16,48,.333,17,24,.708,99,44,86,.512,26,45,.578,18,41,.439,12,18,.667,118
1242,2022-01-13,MIL,,GSW,W 118-99,240,44,86,.512,26,45,.578,18,41,.439,12,18,.667,118,33,95,.347,17,47,.362,16,48,.333,17,24,.708,99
1243,2022-01-13,LAC,@,NOP,L 89-113,240,31,81,.383,21,47,.447,10,34,.294,17,20,.850,89,43,97,.443,29,58,.500,14,39,.359,13,16,.813,113
1244,2022-01-13,NOP,,LAC,W 113-89,240,43,97,.443,29,58,.500,14,39,.359,13,16,.813,113,31,81,.383,21,47,.447,10,34,.294,17,20,.850,89
1245,2022-01-14,CHI,,GSW,L 96-138,240,37,87,.425,27,49,.551,10,38,.263,12,18,.667,96,53,94,.564,34,52,.654,19,42,.452,13,17,.765,138
1246,2022-01-14,GSW,@,CHI,W 138-96,240,53,94,.564,34,52,.654,19,42,.452,13,17,.765,138,37,87,.425,27,49,.551,10,38,.263,12,18,.667,96
