Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
231,2021-11-03,NOP,@,SAC,L 99-112,240,37,86,.430,25,52,.481,12,34,.353,13,15,.867,99,42,80,.525,32,50,.640,10,30,.333,18,22,.818,112
232,2021-11-03,SAC,,NOP,W 112-99,240,42,80,.525,32,50,.640,10,30,.333,18,22,.818,112,37,86,.430,25,52,.481,12,34,.353,13,15,.867,99
233,2021-11-03,DAL,@,SAS,W 109-108,240,40,93,.430,32,59,.542,8,34,.235,21,29,.724,109,43,88,.489,36,67,.537,7,21,.333,15,20,.750,108
234,2021-11-03,SAS,,DAL,L 108-109,240,43,88,.489,36,67,.537,7,21,.333,15,20,.750,108,40,93,.430,32,59,.542,8,34,.235,21,29,.724,109
235,2021-11-03,TOR,@,WAS,W 109-100,240,41,88,.466,31,63,.492,10,25,.400,17,20,.850,109,34,78,.436,26,46,.565,8,32,.250,24,30,.800,100
236,2021-11-03,WAS,,TOR,L 100-109,240,34,78,.436,26,46,.565,8,32,.250,24,30,.800,100,41,88,.466,31,63,.492,10,25,.400,17,20,.850,109
237,2021-11-04,ATL,,UTA,L 98-116,240,35,82,.427,28,54,.519,7,28,.250,21,26,.808,98,41,81,.506,24,40,.600,17,41,.415,17,23,.739,116
238,2021-11-04,UTA,@,ATL,W 116-98,240,41,81,.506,24,40,.600,17,41,.415,17,23,.739,116,35,82,.427,28,54,.519,7,28,.250,21,26,.808,98
239,2021-11-04,DET,,PHI,L 98-109,240,35,87,.402,24,51,.471,11,36,.306,17,19,.895,98,41,83,.494,29,51,.569,12,32,.375,15,22,.682,109
240,2021-11-04,PHI,@,DET,W 109-98,240,41,83,.494,29,51,.569,12,32,.375,15,22,.682,109,35,87,.402,24,51,.471,11,36,.306,17,19,.895,98
241,2021-11-04,LAL,,OKC,L 104-107,240,39,94,.415,27,61,.443,12,33,.364,14,17,.824,104,37,87,.425,22,46,.478,15,41,.366,18,26,.692,107
242,2021-11-04,OKC,@,LAL,W 107-104,240,37,87,.425,22,46,.478,15,41,.366,18,26,.692,107,39,94,.415,27,61,.443,12,33,.364,14,17,.824,104
243,2021-11-04,BOS,@,MIA,W 95-78,240,31,78,.397,15,37,.405,16,41,.390,17,20,.850,95,28,81,.346,19,40,.475,9,41,.220,13,19,.684,78
244,2021-11-04,MIA,,BOS,L 78-95,240,28,81,.346,19,40,.475,9,41,.220,13,19,.684,78,31,78,.397,15,37,.405,16,41,.390,17,20,.850,95
245,2021-11-04,HOU,@,PHO,L 111-123,240,38,88,.432,27,56,.482,11,32,.344,24,28,.857,111,44,93,.473,30,62,.484,14,31,.452,21,23,.913,123
246,2021-11-04,PHO,,HOU,W 123-111,240,44,93,.473,30,62,.484,14,31,.452,21,23,.913,123,38,88,.432,27,56,.482,11,32,.344,24,28,.857,111
247,2021-11-05,BRK,@,DET,W 96-90,240,36,80,.450,25,53,.472,11,27,.407,13,14,.929,96,33,87,.379,22,53,.415,11,34,.324,13,18,.722,90
248,2021-11-05,DET,,BRK,L 90-96,240,33,87,.379,22,53,.415,11,34,.324,13,18,.722,90,36,80,.450,25,53,.472,11,27,.407,13,14,.929,96
249,2021-11-05,GSW,,NOP,W 126-85,240,47,91,.516,27,41,.659,20,50,.400,12,14,.857,126,31,88,.352,20,44,.455,11,44,.250,12,16,.750,85
250,2021-11-05,NOP,@,GSW,L 85-126,240,31,88,.352,20,44,.455,11,44,.250,12,16,.750,85,47,91,.516,27,41,.659,20,50,.400,12,14,.857,126
251,2021-11-05,MIL,,NYK,L 98-113,240,33,82,.402,17,39,.436,16,43,.372,16,21,.762,98,41,96,.427,31,56,.554,10,40,.250,21,26,.808,113
252,2021-11-05,NYK,@,MIL,W 113-98,240,41,96,.427,31,56,.554,10,40,.250,21,26,.808,113,33,82,.402,17,39,.436,16,43,.372,16,21,.762,98
253,2021-11-05,LAC,@,MIN,W 104-84,240,36,88,.409,30,60,.500,6,28,.214,26,32,.813,104,31,89,.348,14,37,.378,17,52,.327,5,7,.714,84
254,2021-11-05,MIN,,LAC,L 84-104,240,31,89,.348,14,37,.378,17,52,.327,5,7,.714,84,36,88,.409,30,60,.500,6,28,.214,26,32,.813,104
255,2021-11-05,ORL,,SAS,L 89-102,240,35,89,.393,23,48,.479,12,41,.293,7,10,.700,89,40,90,.444,34,71,.479,6,19,.316,16,18,.889,102
256,2021-11-05,SAS,@,ORL,W 102-89,240,40,90,.444,34,71,.479,6,19,.316,16,18,.889,102,35,89,.393,23,48,.479,12,41,.293,7,10,.700,89
257,2021-11-05,IND,@,POR,L 106-110,240,43,88,.489,29,46,.630,14,42,.333,6,10,.600,106,40,82,.488,23,43,.535,17,39,.436,13,15,.867,110
258,2021-11-05,POR,,IND,W 110-106,240,40,82,.488,23,43,.535,17,39,.436,13,15,.867,110,43,88,.489,29,46,.630,14,42,.333,6,10,.600,106
259,2021-11-05,CHO,@,SAC,L 110-140,240,43,92,.467,32,57,.561,11,35,.314,13,21,.619,110,48,87,.552,26,43,.605,22,44,.500,22,26,.846,140
260,2021-11-05,SAC,,CHO,W 140-110,240,48,87,.552,26,43,.605,22,44,.500,22,26,.846,140,43,92,.467,32,57,.561,11,35,.314,13,21,.619,110
261,2021-11-05,CLE,@,TOR,W 102-101,240,38,83,.458,28,53,.528,10,30,.333,16,19,.842,102,42,99,.424,30,72,.417,12,27,.444,5,9,.556,101
262,2021-11-05,TOR,,CLE,L 101-102,240,42,99,.424,30,72,.417,12,27,.444,5,9,.556,101,38,83,.458,28,53,.528,10,30,.333,16,19,.842,102
263,2021-11-05,MEM,@,WAS,L 87-115,240,34,96,.354,28,65,.431,6,31,.194,13,17,.765,87,49,84,.583,39,59,.661,10,25,.400,7,13,.538,115
264,2021-11-05,WAS,,MEM,W 115-87,240,49,84,.583,39,59,.661,10,25,.400,7,13,.538,115,34,96,.354,28,65,.431,6,31,.194,13,17,.765,87
265,2021-11-06,CHI,,PHI,L 105-114,240,37,92,.402,30,63,.476,7,29,.241,24,30,.800,105,43,81,.531,30,55,.545,13,26,.500,15,19,.789,114
266,2021-11-06,PHI,@,CHI,W 114-105,240,43,81,.531,30,55,.545,13,26,.500,15,19,.789,114,37,92,.402,30,63,.476,7,29,.241,24,30,.800,105
267,2021-11-06,BOS,@,DAL,L 104-107,240,42,86,.488,33,55,.600,9,31,.290,11,16,.688,104,41,78,.526,28,39,.718,13,39,.333,12,14,.857,107
268,2021-11-06,DAL,,BOS,W 107-104,240,41,78,.526,28,39,.718,13,39,.333,12,14,.857,107,42,86,.488,33,55,.600,9,31,.290,11,16,.688,104
269,2021-11-06,DEN,,HOU,W 95-94,240,36,89,.404,27,49,.551,9,40,.225,14,17,.824,95,35,75,.467,27,47,.574,8,28,.286,16,24,.667,94
270,2021-11-06,HOU,@,DEN,L 94-95,240,35,75,.467,27,47,.574,8,28,.286,16,24,.667,94,36,89,.404,27,49,.551,9,40,.225,14,17,.824,95
271,2021-11-06,MIA,,UTA,W 118-115,240,47,78,.603,36,57,.632,11,21,.524,13,17,.765,118,43,83,.518,28,38,.737,15,45,.333,14,19,.737,115
272,2021-11-06,UTA,@,MIA,L 115-118,240,43,83,.518,28,38,.737,15,45,.333,14,19,.737,115,47,78,.603,36,57,.632,11,21,.524,13,17,.765,118
273,2021-11-06,ATL,@,PHO,L 117-121,240,42,97,.433,29,64,.453,13,33,.394,20,23,.870,117,45,88,.511,31,45,.689,14,43,.326,17,21,.810,121
274,2021-11-06,PHO,,ATL,W 121-117,240,45,88,.511,31,45,.689,14,43,.326,17,21,.810,121,42,97,.433,29,64,.453,13,33,.394,20,23,.870,117
275,2021-11-06,LAL,@,POR,L 90-105,240,31,90,.344,22,58,.379,9,32,.281,19,24,.792,90,36,95,.379,21,40,.525,15,55,.273,18,24,.750,105
276,2021-11-06,POR,,LAL,W 105-90,240,36,95,.379,21,40,.525,15,55,.273,18,24,.750,105,31,90,.344,22,58,.379,9,32,.281,19,24,.792,90
277,2021-11-07,GSW,,HOU,W 120-107,240,44,85,.518,29,39,.744,15,46,.326,17,20,.850,120,36,79,.456,26,46,.565,10,33,.303,25,37,.676,107
278,2021-11-07,HOU,@,GSW,L 107-120,240,36,79,.456,26,46,.565,10,33,.303,25,37,.676,107,44,85,.518,29,39,.744,15,46,.326,17,20,.850,120
279,2021-11-07,CHO,@,LAC,L 106-120,240,41,101,.406,31,68,.456,10,33,.303,14,18,.778,106,41,86,.477,23,38,.605,18,48,.375,20,21,.952,120
280,2021-11-07,LAC,,CHO,W 120-106,240,41,86,.477,23,38,.605,18,48,.375,20,21,.952,120,41,101,.406,31,68,.456,10,33,.303,14,18,.778,106
281,2021-11-07,CLE,@,NYK,W 126-109,240,49,90,.544,30,55,.545,19,35,.543,9,11,.818,126,39,85,.459,30,54,.556,9,31,.290,22,24,.917,109
282,2021-11-07,NYK,,CLE,L 109-126,240,39,85,.459,30,54,.556,9,31,.290,22,24,.917,109,49,90,.544,30,55,.545,19,35,.543,9,11,.818,126
283,2021-11-07,OKC,,SAS,W 99-94,240,35,94,.372,23,52,.442,12,42,.286,17,20,.850,99,41,100,.410,35,70,.500,6,30,.200,6,9,.667,94
284,2021-11-07,SAS,@,OKC,L 94-99,240,41,100,.410,35,70,.500,6,30,.200,6,9,.667,94,35,94,.372,23,52,.442,12,42,.286,17,20,.850,99
285,2021-11-07,ORL,,UTA,W 107-100,240,43,87,.494,31,55,.564,12,32,.375,9,11,.818,107,34,89,.382,26,47,.553,8,42,.190,24,29,.828,100
286,2021-11-07,UTA,@,ORL,L 100-107,240,34,89,.382,26,47,.553,8,42,.190,24,29,.828,100,43,87,.494,31,55,.564,12,32,.375,9,11,.818,107
287,2021-11-07,IND,@,SAC,W 94-91,240,37,83,.446,31,58,.534,6,25,.240,14,18,.778,94,31,84,.369,21,50,.420,10,34,.294,19,22,.864,91
288,2021-11-07,SAC,,IND,L 91-94,240,31,84,.369,21,50,.420,10,34,.294,19,22,.864,91,37,83,.446,31,58,.534,6,25,.240,14,18,.778,94
289,2021-11-07,BRK,@,TOR,W 116-103,240,41,80,.513,24,42,.571,17,38,.447,17,20,.850,116,41,87,.471,34,57,.596,7,30,.233,14,18,.778,103
290,2021-11-07,TOR,,BRK,L 103-116,240,41,87,.471,34,57,.596,7,30,.233,14,18,.778,103,41,80,.513,24,42,.571,17,38,.447,17,20,.850,116
291,2021-11-07,MIL,@,WAS,L 94-101,240,37,94,.394,27,58,.466,10,36,.278,10,18,.556,94,41,81,.506,30,54,.556,11,27,.407,8,13,.615,101
292,2021-11-07,WAS,,MIL,W 101-94,240,41,81,.506,30,54,.556,11,27,.407,8,13,.615,101,37,94,.394,27,58,.466,10,36,.278,10,18,.556,94
293,2021-11-08,BRK,@,CHI,L 95-118,240,34,86,.395,23,53,.434,11,33,.333,16,19,.842,95,46,98,.469,37,67,.552,9,31,.290,17,20,.850,118
294,2021-11-08,CHI,,BRK,W 118-95,240,46,98,.469,37,67,.552,9,31,.290,17,20,.850,118,34,86,.395,23,53,.434,11,33,.333,16,19,.842,95
295,2021-11-08,DAL,,NOP,W 108-92,240,43,85,.506,29,50,.580,14,35,.400,8,13,.615,108,37,87,.425,28,53,.528,9,34,.265,9,11,.818,92
296,2021-11-08,NOP,@,DAL,L 92-108,240,37,87,.425,28,53,.528,9,34,.265,9,11,.818,92,43,85,.506,29,50,.580,14,35,.400,8,13,.615,108
297,2021-11-08,DEN,,MIA,W 113-96,240,42,91,.462,30,50,.600,12,41,.293,17,22,.773,113,31,78,.397,18,42,.429,13,36,.361,21,25,.840,96
298,2021-11-08,MIA,@,DEN,L 96-113,240,31,78,.397,18,42,.429,13,36,.361,21,25,.840,96,42,91,.462,30,50,.600,12,41,.293,17,22,.773,113
299,2021-11-08,ATL,@,GSW,L 113-127,240,38,82,.463,21,39,.538,17,43,.395,20,26,.769,113,44,92,.478,26,48,.542,18,44,.409,21,22,.955,127
300,2021-11-08,GSW,,ATL,W 127-113,240,44,92,.478,26,48,.542,18,44,.409,21,22,.955,127,38,82,.463,21,39,.538,17,43,.395,20,26,.769,113
301,2021-11-08,CHO,@,LAL,L 123-126 (OT),265,43,99,.434,29,57,.509,14,42,.333,23,28,.821,123,44,91,.484,31,59,.525,13,32,.406,25,35,.714,126
302,2021-11-08,LAL,,CHO,W 126-123 (OT),265,44,91,.484,31,59,.525,13,32,.406,25,35,.714,126,43,99,.434,29,57,.509,14,42,.333,23,28,.821,123
303,2021-11-08,MEM,,MIN,W 125-118 (OT),265,46,92,.500,35,64,.547,11,28,.393,22,26,.846,125,41,97,.423,24,52,.462,17,45,.378,19,23,.826,118
304,2021-11-08,MIN,@,MEM,L 118-125 (OT),265,41,97,.423,24,52,.462,17,45,.378,19,23,.826,118,46,92,.500,35,64,.547,11,28,.393,22,26,.846,125
305,2021-11-08,NYK,@,PHI,W 103-96,240,40,91,.440,27,51,.529,13,40,.325,10,13,.769,103,35,91,.385,22,51,.431,13,40,.325,13,16,.813,96
306,2021-11-08,PHI,,NYK,L 96-103,240,35,91,.385,22,51,.431,13,40,.325,13,16,.813,96,40,91,.440,27,51,.529,13,40,.325,10,13,.769,103
307,2021-11-08,PHO,@,SAC,W 109-104,240,44,93,.473,32,63,.508,12,30,.400,9,11,.818,109,37,82,.451,27,58,.466,10,24,.417,20,26,.769,104
308,2021-11-08,SAC,,PHO,L 104-109,240,37,82,.451,27,58,.466,10,24,.417,20,26,.769,104,44,93,.473,32,63,.508,12,30,.400,9,11,.818,109
309,2021-11-09,LAC,,POR,W 117-109,240,44,85,.518,28,55,.509,16,30,.533,13,19,.684,117,43,91,.473,29,54,.537,14,37,.378,9,12,.750,109
310,2021-11-09,POR,@,LAC,L 109-117,240,43,91,.473,29,54,.537,14,37,.378,9,12,.750,109,44,85,.518,28,55,.509,16,30,.533,13,19,.684,117
311,2021-11-09,MIL,@,PHI,W 118-109,240,44,95,.463,29,56,.518,15,39,.385,15,21,.714,118,42,103,.408,28,60,.467,14,43,.326,11,12,.917,109
312,2021-11-09,PHI,,MIL,L 109-118,240,42,103,.408,28,60,.467,14,43,.326,11,12,.917,109,44,95,.463,29,56,.518,15,39,.385,15,21,.714,118
313,2021-11-09,ATL,@,UTA,L 98-110,240,37,85,.435,19,50,.380,18,35,.514,6,10,.600,98,41,81,.506,26,43,.605,15,38,.395,13,16,.813,110
314,2021-11-09,UTA,,ATL,W 110-98,240,41,81,.506,26,43,.605,15,38,.395,13,16,.813,110,37,85,.435,19,50,.380,18,35,.514,6,10,.600,98
315,2021-11-10,BOS,,TOR,W 104-88,240,42,94,.447,32,65,.492,10,29,.345,10,15,.667,104,33,77,.429,27,52,.519,6,25,.240,16,19,.842,88
316,2021-11-10,TOR,@,BOS,L 88-104,240,33,77,.429,27,52,.519,6,25,.240,16,19,.842,88,42,94,.447,32,65,.492,10,29,.345,10,15,.667,104
317,2021-11-10,CHI,,DAL,W 117-107,240,45,89,.506,30,58,.517,15,31,.484,12,14,.857,117,38,83,.458,26,50,.520,12,33,.364,19,24,.792,107
318,2021-11-10,DAL,@,CHI,L 107-117,240,38,83,.458,26,50,.520,12,33,.364,19,24,.792,107,45,89,.506,30,58,.517,15,31,.484,12,14,.857,117
319,2021-11-10,CLE,,WAS,L 94-97,240,35,76,.461,26,45,.578,9,31,.290,15,21,.714,94,35,84,.417,25,56,.446,10,28,.357,17,17,1.000,97
320,2021-11-10,WAS,@,CLE,W 97-94,240,35,84,.417,25,56,.446,10,28,.357,17,17,1.000,97,35,76,.461,26,45,.578,9,31,.290,15,21,.714,94
321,2021-11-10,DEN,,IND,W 101-98,240,36,84,.429,24,54,.444,12,30,.400,17,20,.850,101,40,84,.476,29,53,.547,11,31,.355,7,11,.636,98
322,2021-11-10,IND,@,DEN,L 98-101,240,40,84,.476,29,53,.547,11,31,.355,7,11,.636,98,36,84,.429,24,54,.444,12,30,.400,17,20,.850,101
323,2021-11-10,GSW,,MIN,W 123-110,240,40,85,.471,29,45,.644,11,40,.275,32,40,.800,123,39,95,.411,22,51,.431,17,44,.386,15,20,.750,110
324,2021-11-10,MIN,@,GSW,L 110-123,240,39,95,.411,22,51,.431,17,44,.386,15,20,.750,110,40,85,.471,29,45,.644,11,40,.275,32,40,.800,123
325,2021-11-10,DET,@,HOU,W 112-104,240,42,97,.433,26,49,.531,16,48,.333,12,18,.667,112,35,82,.427,23,48,.479,12,34,.353,22,34,.647,104
326,2021-11-10,HOU,,DET,L 104-112,240,35,82,.427,23,48,.479,12,34,.353,22,34,.647,104,42,97,.433,26,49,.531,16,48,.333,12,18,.667,112
327,2021-11-10,LAL,,MIA,W 120-117 (OT),265,46,92,.500,28,54,.519,18,38,.474,10,16,.625,120,40,96,.417,30,59,.508,10,37,.270,27,35,.771,117
328,2021-11-10,MIA,@,LAL,L 117-120 (OT),265,40,96,.417,30,59,.508,10,37,.270,27,35,.771,117,46,92,.500,28,54,.519,18,38,.474,10,16,.625,120
329,2021-11-10,CHO,@,MEM,W 118-108,240,41,90,.456,26,54,.481,15,36,.417,21,24,.875,118,45,107,.421,36,69,.522,9,38,.237,9,15,.600,108
330,2021-11-10,MEM,,CHO,L 108-118,240,45,107,.421,36,69,.522,9,38,.237,9,15,.600,108,41,90,.456,26,54,.481,15,36,.417,21,24,.875,118
331,2021-11-10,NOP,,OKC,L 100-108,240,34,97,.351,25,62,.403,9,35,.257,23,32,.719,100,37,87,.425,27,53,.509,10,34,.294,24,30,.800,108
332,2021-11-10,OKC,@,NOP,W 108-100,240,37,87,.425,27,53,.509,10,34,.294,24,30,.800,108,34,97,.351,25,62,.403,9,35,.257,23,32,.719,100
333,2021-11-10,MIL,@,NYK,W 112-100,240,40,90,.444,14,40,.350,26,50,.520,6,9,.667,112,36,83,.434,20,46,.435,16,37,.432,12,17,.706,100
334,2021-11-10,NYK,,MIL,L 100-112,240,36,83,.434,20,46,.435,16,37,.432,12,17,.706,100,40,90,.444,14,40,.350,26,50,.520,6,9,.667,112
335,2021-11-10,BRK,@,ORL,W 123-90,240,46,91,.505,30,54,.556,16,37,.432,15,17,.882,123,35,92,.380,31,59,.525,4,33,.121,16,24,.667,90
336,2021-11-10,ORL,,BRK,L 90-123,240,35,92,.380,31,59,.525,4,33,.121,16,24,.667,90,46,91,.505,30,54,.556,16,37,.432,15,17,.882,123
337,2021-11-10,PHO,,POR,W 119-109,240,49,94,.521,38,66,.576,11,28,.393,10,12,.833,119,44,91,.484,37,61,.607,7,30,.233,14,16,.875,109
338,2021-11-10,POR,@,PHO,L 109-119,240,44,91,.484,37,61,.607,7,30,.233,14,16,.875,109,49,94,.521,38,66,.576,11,28,.393,10,12,.833,119
339,2021-11-10,SAC,@,SAS,L 117-136,240,47,91,.516,37,55,.673,10,36,.278,13,16,.813,117,49,92,.533,31,60,.517,18,32,.563,20,31,.645,136
