Rk,Player,Age,Pos,Tm,,Opp,,Date,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM
14796,Avery Bradley\bradlav01,31-058,G,LAL,@,MIA,L,2022-01-23,1,31,5,11,.455,1,2,.500,4,9,.444,1,2,.500,.631,0,1,1,1,1,0,2,2,15,8.1,0.8
14797,Tony Bradley\bradlto01,24-015,F-C,CHI,@,ORL,L,2022-01-23,0,6,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,1,1,1,0,1,3,2,0,-2.8,-25.4
14798,Ignas Brazdeikis\brazdig01,23-015,F,ORL,,CHI,W,2022-01-23,0,25,4,6,.667,1,3,.333,3,3,1.000,0,0,,.917,0,3,3,2,0,0,0,3,11,9.5,3.8
14799,Miles Bridges\bridgmi02,23-308,G-F,CHO,,ATL,L,2022-01-23,1,34,8,13,.615,8,9,.889,0,4,.000,3,4,.750,.644,0,6,6,0,0,1,3,3,19,11.0,-2.9
14800,Bruce Brown\brownbr01,25-161,G,BRK,@,MIN,L,2022-01-23,0,9,2,4,.500,2,2,1.000,0,2,.000,2,2,1.000,.615,2,2,4,0,0,0,0,2,6,5.2,-1.4
14801,Charlie Brown Jr.\brownch02,24-355,G,PHI,@,SAS,W,2022-01-23,1,27,3,6,.500,3,6,.500,0,0,,1,1,1.000,.543,3,1,4,1,2,0,0,2,7,8.3,1.5
14802,Jaylen Brown\brownja02,25-091,F-G,BOS,@,WAS,W,2022-01-23,1,31,5,18,.278,1,9,.111,4,9,.444,4,6,.667,.436,2,8,10,1,1,0,2,3,18,8.9,-4.1
14803,Troy Brown Jr.\browntr01,22-179,G-F,CHI,@,ORL,L,2022-01-23,0,30,1,5,.200,0,2,.000,1,3,.333,0,0,,.300,1,3,4,2,0,0,2,2,3,0.1,-7.4
14804,Jalen Brunson\brunsja01,25-145,G,DAL,,MEM,W,2022-01-23,1,31,3,8,.375,3,7,.429,0,1,.000,7,7,1.000,.587,0,1,1,3,1,0,2,0,13,10.0,-2.9
14805,Thomas Bryant\bryanth01,24-176,C,WAS,,BOS,L,2022-01-23,0,22,4,10,.400,2,5,.400,2,5,.400,1,1,1.000,.527,2,2,4,1,2,1,0,2,11,10.2,5.2
14806,Reggie Bullock\bullore01,30-313,G-F,DAL,,MEM,W,2022-01-23,0,21,2,4,.500,2,2,1.000,0,2,.000,0,0,,.500,0,2,2,0,1,0,0,2,4,2.8,-4.1
14807,Trey Burke\burketr01,29-072,G,DAL,,MEM,W,2022-01-23,0,2,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-9.0
14808,Alec Burks\burksal01,30-187,G,NYK,,LAC,W,2022-01-23,1,30,3,7,.429,1,2,.500,2,5,.400,2,2,1.000,.635,1,2,3,4,1,1,1,2,10,10.3,3.2
14809,Jimmy Butler\butleji01,32-131,F-G,MIA,,LAL,W,2022-01-23,1,39,7,18,.389,6,14,.429,1,4,.250,5,5,1.000,.495,0,10,10,12,2,1,1,1,20,22.9,7.5
14810,Kentavious Caldwell-Pope\caldwke01,28-339,G,WAS,,BOS,L,2022-01-23,1,22,3,11,.273,3,7,.429,0,4,.000,2,3,.667,.325,0,1,1,1,0,1,0,2,8,2.0,-11.4
14811,Facundo Campazzo\campafa01,30-306,G,DEN,,DET,W,2022-01-23,0,21,4,6,.667,3,4,.750,1,2,.500,0,0,,.750,1,0,1,3,2,0,1,1,9,9.8,6.0
14812,Clint Capela\capelca01,27-250,C,ATL,@,CHO,W,2022-01-23,1,26,3,7,.429,3,7,.429,0,0,,1,2,.500,.444,0,8,8,0,2,1,1,3,7,5.8,-4.3
14813,Vernon Carey Jr.\careyve01,20-332,C,CHO,,ATL,L,2022-01-23,0,2,0,0,,0,0,,0,0,,0,0,,,1,1,2,0,0,0,0,0,0,1.0,-1.1
14814,Jevon Carter\carteje01,26-131,G,BRK,@,MIN,L,2022-01-23,0,3,0,0,,0,0,,0,0,,0,0,,,0,0,0,1,0,0,1,0,0,-0.3,-9.3
14815,Wendell Carter Jr.\cartewe01,22-282,C,ORL,,CHI,W,2022-01-23,1,28,8,12,.667,6,9,.667,2,3,.667,1,4,.250,.690,0,7,7,1,0,3,3,3,19,13.3,0.2
14816,Justin Champagnie\champju01,20-208,F,TOR,,POR,L,2022-01-23,0,8,2,2,1.000,0,0,,2,2,1.000,0,0,,1.500,0,1,1,1,2,0,1,0,6,7.4,26.7
14817,Marquese Chriss\chrisma01,24-205,F,DAL,,MEM,W,2022-01-23,0,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-7.7
14818,Jordan Clarkson\clarkjo01,29-230,G,UTA,@,GSW,L,2022-01-23,0,28,3,13,.231,2,9,.222,1,4,.250,2,2,1.000,.324,1,2,3,4,0,0,2,1,9,2.8,-8.8
14819,Amir Coffey\coffeam01,24-220,G,LAC,@,NYK,L,2022-01-23,1,18,1,3,.333,1,1,1.000,0,2,.000,0,0,,.333,0,0,0,1,0,0,0,0,2,1.0,-8.9
14820,John Collins\collijo01,24-122,F,ATL,@,CHO,W,2022-01-23,1,30,3,5,.600,3,4,.750,0,1,.000,2,2,1.000,.680,1,4,5,5,0,0,0,3,8,9.9,2.5
14821,Mike Conley\conlemi01,34-104,G,UTA,@,GSW,L,2022-01-23,1,29,3,10,.300,0,5,.000,3,5,.600,0,0,,.450,1,3,4,2,2,0,4,2,9,3.4,-5.3
14822,Tyler Cook\cookty01,24-122,F,CHI,@,ORL,L,2022-01-23,1,27,1,3,.333,1,3,.333,0,0,,0,3,.000,.231,3,6,9,0,0,1,1,3,2,1.5,-7.8
14823,DeMarcus Cousins\couside01,31-163,C-F,DEN,,DET,W,2022-01-23,0,12,1,7,.143,1,4,.250,0,3,.000,0,2,.000,.127,1,5,6,1,0,0,1,4,2,-3.0,-32.6
14824,Robert Covington\covinro01,31-040,F-C,POR,@,TOR,W,2022-01-23,1,31,3,10,.300,1,4,.250,2,6,.333,1,2,.500,.414,2,3,5,5,2,2,2,2,9,9.2,1.9
14825,Jarrett Culver\culveja01,22-337,G,MEM,@,DAL,L,2022-01-23,0,3,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-9.5
14826,Cade Cunningham\cunnica01,20-120,G,DET,@,DEN,L,2022-01-23,1,36,7,15,.467,6,10,.600,1,5,.200,3,3,1.000,.551,1,4,5,8,1,1,6,3,18,12.3,-3.6
14827,Stephen Curry\curryst01,33-315,G,GSW,,UTA,W,2022-01-23,1,35,5,20,.250,4,7,.571,1,13,.077,2,2,1.000,.311,2,2,4,6,0,0,1,0,13,6.2,-7.4
14828,Dewayne Dedmon\dedmode01,32-164,C,MIA,,LAL,W,2022-01-23,0,8,4,5,.800,4,5,.800,0,0,,1,1,1.000,.827,1,2,3,0,0,0,1,2,9,6.6,3.4
14829,DeMar DeRozan\derozde01,32-169,G-F,CHI,@,ORL,L,2022-01-23,1,38,15,21,.714,15,21,.714,0,0,,11,13,.846,.767,2,3,5,3,2,0,3,3,41,33.7,16.6
14830,Hamidou Diallo\diallha01,23-176,G,DET,@,DEN,L,2022-01-23,1,20,3,7,.429,3,7,.429,0,0,,3,3,1.000,.541,2,0,2,2,0,0,1,4,9,5.5,-7.3
14831,Spencer Dinwiddie\dinwisp01,28-292,G,WAS,,BOS,L,2022-01-23,1,27,1,12,.083,1,5,.200,0,7,.000,2,2,1.000,.155,2,3,5,5,1,2,2,2,4,1.4,-10.5
14832,Luka Dončić\doncilu01,22-329,G-F,DAL,,MEM,W,2022-01-23,1,38,13,25,.520,11,18,.611,2,7,.286,9,12,.750,.611,2,9,11,9,3,1,5,2,37,31.8,15.0
14833,Ayo Dosunmu\dosunay01,22-006,G,CHI,@,ORL,L,2022-01-23,1,40,2,6,.333,2,5,.400,0,1,.000,3,3,1.000,.478,1,4,5,0,0,1,3,2,7,2.4,-7.9
14834,Andre Drummond\drumman01,28-166,C,PHI,@,SAS,W,2022-01-23,0,16,3,5,.600,3,5,.600,0,0,,0,2,.000,.510,3,4,7,0,0,1,2,3,6,3.7,-10.1
14835,Anthony Edwards\edwaran01,20-171,G,MIN,,BRK,W,2022-01-23,1,31,8,17,.471,4,9,.444,4,8,.500,5,6,.833,.636,0,1,1,4,2,0,1,2,25,19.2,4.3
14836,Kessler Edwards\edwarke02,21-167,F,BRK,@,MIN,L,2022-01-23,1,29,6,10,.600,3,3,1.000,3,7,.429,0,0,,.750,0,5,5,0,0,0,0,5,15,9.9,0.0
14837,CJ Elleby\ellebcj01,21-221,F,POR,@,TOR,W,2022-01-23,0,17,4,7,.571,3,6,.500,1,1,1.000,0,0,,.643,0,3,3,1,1,1,0,2,9,8.2,5.3
14838,Wayne Ellington\ellinwa01,34-055,G,LAL,@,MIA,L,2022-01-23,0,10,1,2,.500,0,0,,1,2,.500,0,0,,.750,0,1,1,0,0,0,0,0,3,2.3,1.8
14839,Joel Embiid\embiijo01,27-313,C,PHI,@,SAS,W,2022-01-23,1,32,16,32,.500,15,29,.517,1,3,.333,5,6,.833,.548,3,9,12,6,0,1,1,2,38,29.5,16.0
14840,Drew Eubanks\eubandr01,24-356,F,SAS,,PHI,L,2022-01-23,0,5,0,2,.000,0,2,.000,0,0,,0,0,,.000,2,2,4,0,0,0,0,0,0,0.6,-19.1
14841,Dorian Finney-Smith\finnedo01,28-264,F,DAL,,MEM,W,2022-01-23,1,36,3,8,.375,1,3,.333,2,5,.400,1,2,.500,.507,3,4,7,4,2,2,1,2,9,11.9,5.9
14842,Bryn Forbes\forbebr01,28-184,G,DEN,,DET,W,2022-01-23,0,21,4,9,.444,2,4,.500,2,5,.400,2,2,1.000,.607,0,1,1,0,0,0,0,4,12,6.0,-6.6
14843,Trent Forrest\forretr01,23-225,G,UTA,@,GSW,L,2022-01-23,0,19,2,4,.500,2,3,.667,0,1,.000,5,6,.833,.678,1,2,3,1,4,1,1,2,9,11.5,18.9
14844,Evan Fournier\fournev01,29-086,G-F,NYK,,LAC,W,2022-01-23,1,28,5,12,.417,1,4,.250,4,8,.500,0,0,,.583,1,3,4,2,1,0,1,3,14,9.4,0.8
14845,Enes Freedom\kanteen01,29-248,C,BOS,@,WAS,W,2022-01-23,0,3,0,0,,0,0,,0,0,,0,0,,,0,1,1,0,0,0,0,0,0,0.3,-1.8
14846,Daniel Gafford\gaffoda01,23-114,F,WAS,,BOS,L,2022-01-23,1,11,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,1,1,0,0,0,0,0,2,2.0,-7.6
14847,Danilo Gallinari\gallida01,33-168,F,ATL,@,CHO,W,2022-01-23,0,22,4,12,.333,2,6,.333,2,6,.333,0,0,,.417,1,6,7,3,0,1,0,2,10,7.7,0.4
14848,Rudy Gay\gayru01,35-159,F,UTA,@,GSW,L,2022-01-23,0,18,5,8,.625,1,2,.500,4,6,.667,2,2,1.000,.901,2,3,5,0,0,1,0,2,16,14.6,24.9
14849,Taj Gibson\gibsota01,36-213,F,NYK,,LAC,W,2022-01-23,0,6,0,0,,0,0,,0,0,,0,0,,,0,1,1,0,0,0,0,4,0,-1.3,-19.1
14850,Anthony Gill\gillan01,29-098,F,WAS,,BOS,L,2022-01-23,0,2,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-14.3
14851,Rudy Gobert\goberru01,29-211,C,UTA,@,GSW,L,2022-01-23,1,36,5,10,.500,5,9,.556,0,1,.000,2,2,1.000,.551,7,11,18,3,1,0,1,0,12,17.3,6.0
14852,Aaron Gordon\gordoaa01,26-129,F,DEN,,DET,W,2022-01-23,1,31,5,8,.625,4,5,.800,1,3,.333,2,4,.500,.666,1,3,4,3,1,0,4,2,13,8.5,-4.6
14853,Josh Green\greenjo02,21-068,G-F,DAL,,MEM,W,2022-01-23,0,15,2,3,.667,2,2,1.000,0,1,.000,0,0,,.667,0,1,1,2,2,0,1,0,4,5.4,6.9
14854,Blake Griffin\griffbl01,32-313,F,BRK,@,MIN,L,2022-01-23,0,6,2,3,.667,1,1,1.000,1,2,.500,0,0,,.833,1,1,2,1,0,0,0,1,5,5.0,16.8
14855,Quentin Grimes\grimequ01,21-260,G,NYK,,LAC,W,2022-01-23,0,20,2,10,.200,0,4,.000,2,6,.333,0,0,,.300,2,0,2,0,0,0,1,1,6,-0.2,-15.2
14856,Kyle Guy\guyky01,24-165,G,MIA,,LAL,W,2022-01-23,0,4,1,1,1.000,0,0,,1,1,1.000,0,0,,1.500,0,0,0,0,0,0,0,2,3,1.9,7.9
14857,Rui Hachimura\hachiru01,23-349,F,WAS,,BOS,L,2022-01-23,0,19,3,7,.429,2,5,.400,1,2,.500,0,0,,.500,0,7,7,2,1,0,0,0,7,7.8,3.4
14858,Tim Hardaway Jr.\hardati02,29-313,G,DAL,,MEM,W,2022-01-23,0,26,3,8,.375,1,3,.333,2,5,.400,1,2,.500,.507,0,4,4,0,0,0,3,2,9,1.6,-11.3
14859,James Harden\hardeja01,32-150,G,BRK,@,MIN,L,2022-01-23,1,35,4,13,.308,3,9,.333,1,4,.250,4,4,1.000,.440,0,5,5,13,1,0,6,2,13,10.3,-4.3
14860,Montrezl Harrell\harremo01,27-362,F-C,WAS,,BOS,L,2022-01-23,0,7,1,2,.500,1,2,.500,0,0,,1,1,1.000,.615,0,1,1,0,0,0,0,0,3,2.3,-5.1
14861,Tobias Harris\harrito02,29-192,F,PHI,@,SAS,W,2022-01-23,1,36,6,13,.462,6,12,.500,0,1,.000,6,6,1.000,.575,2,9,11,5,1,0,1,3,18,17.7,3.5
14862,Isaiah Hartenstein\harteis01,23-263,F,LAC,@,NYK,L,2022-01-23,0,4,0,0,,0,0,,0,0,,0,0,,,0,1,1,0,0,1,0,2,0,0.2,-8.6
14863,Killian Hayes\hayeski01,20-180,G,DET,@,DEN,L,2022-01-23,0,25,3,5,.600,1,2,.500,2,3,.667,0,0,,.800,0,3,3,5,0,2,3,2,8,7.7,3.9
14864,Malcolm Hill\hillma01,26-089,F,CHI,@,ORL,L,2022-01-23,0,8,1,2,.500,1,1,1.000,0,1,.000,0,0,,.500,0,0,0,0,0,0,0,0,2,1.0,-4.6
14865,Aaron Holiday\holidaa01,25-115,G,WAS,,BOS,L,2022-01-23,0,4,1,3,.333,1,2,.500,0,1,.000,0,0,,.333,0,1,1,1,0,0,0,1,2,0.9,-8.4
14866,Al Horford\horfoal01,35-234,C-F,BOS,@,WAS,W,2022-01-23,1,35,3,10,.300,2,6,.333,1,4,.250,0,0,,.350,2,6,8,1,0,0,0,1,7,4.7,-5.8
14867,Talen Horton-Tucker\hortota01,21-059,G-F,LAL,@,MIA,L,2022-01-23,0,22,1,5,.200,0,3,.000,1,2,.500,2,2,1.000,.425,1,0,1,3,2,0,2,3,5,3.5,-1.5
14868,Dwight Howard\howardw01,36-046,C,LAL,@,MIA,L,2022-01-23,1,11,0,1,.000,0,1,.000,0,0,,0,0,,.000,2,2,4,0,0,1,0,0,0,2.0,-2.8
14869,Kevin Huerter\huertke01,23-149,G,ATL,@,CHO,W,2022-01-23,1,29,4,8,.500,2,4,.500,2,4,.500,1,1,1.000,.652,1,0,1,2,1,1,2,1,11,8.4,0.8
14870,De'Andre Hunter\huntede01,24-052,F,ATL,@,CHO,W,2022-01-23,1,34,6,11,.545,5,7,.714,1,4,.250,7,9,.778,.668,0,2,2,1,3,1,2,5,20,14.9,2.8
14871,Serge Ibaka\ibakase01,32-127,F-C,LAC,@,NYK,L,2022-01-23,0,15,4,6,.667,3,4,.750,1,2,.500,0,1,.000,.699,1,4,5,0,0,1,0,1,9,8.2,5.8
14872,Joe Ingles\inglejo01,34-113,F-G,UTA,@,GSW,L,2022-01-23,1,33,4,10,.400,3,4,.750,1,6,.167,1,2,.500,.460,0,2,2,5,0,0,0,2,10,7.5,-1.1
14873,Kyrie Irving\irvinky01,29-306,G,BRK,@,MIN,L,2022-01-23,1,35,11,20,.550,8,12,.667,3,8,.375,5,5,1.000,.676,0,6,6,5,1,0,3,1,30,23.3,5.9
14874,Jaren Jackson Jr.\jacksja02,22-130,F,MEM,@,DAL,L,2022-01-23,1,35,4,17,.235,3,13,.231,1,4,.250,1,2,.500,.280,3,1,4,0,1,0,2,4,10,-0.9,-13.2
14875,Josh Jackson\jacksjo02,24-347,F-G,DET,@,DEN,L,2022-01-23,0,17,1,2,.500,1,1,1.000,0,1,.000,1,1,1.000,.615,0,2,2,1,0,1,1,2,3,2.2,-4.3
14876,Reggie Jackson\jacksre01,31-282,G,LAC,@,NYK,L,2022-01-23,1,33,10,18,.556,6,10,.600,4,8,.500,2,2,1.000,.689,0,2,2,5,1,0,2,3,26,19.3,7.7
14877,LeBron James\jamesle01,37-024,F-G,LAL,@,MIA,L,2022-01-23,1,40,12,22,.545,11,14,.786,1,8,.125,8,11,.727,.615,2,9,11,4,2,0,3,4,33,25.5,7.2
14878,Isaiah Joe\joeis01,22-205,G,PHI,@,SAS,W,2022-01-23,0,27,2,4,.500,1,2,.500,1,2,.500,3,3,1.000,.752,0,1,1,0,1,0,0,5,8,5.3,-2.8
14879,James Johnson\johnsja01,34-337,F,BRK,@,MIN,L,2022-01-23,0,20,3,7,.429,2,5,.400,1,2,.500,0,0,,.500,4,1,5,4,1,0,0,6,7,7.8,3.0
14880,Keldon Johnson\johnske04,22-104,G,SAS,,PHI,L,2022-01-23,1,33,5,7,.714,3,4,.750,2,3,.667,5,8,.625,.808,0,3,3,3,0,1,0,1,17,16.2,5.9
14881,Stanley Johnson\johnsst04,25-239,F,LAL,@,MIA,L,2022-01-23,0,23,2,3,.667,1,1,1.000,1,2,.500,2,2,1.000,.902,0,2,2,0,0,0,0,2,7,5.5,0.3
14882,Nikola Jokić\jokicni01,26-338,C-F,DEN,,DET,W,2022-01-23,1,36,12,19,.632,11,13,.846,1,6,.167,9,10,.900,.726,2,7,9,8,2,1,3,1,34,33.5,16.5
14883,Kai Jones\joneska01,21-004,F-C,CHO,,ATL,L,2022-01-23,0,2,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,0,0,0,0,0,0,0,0,-0.7,-21.8
14884,Cory Joseph\josepco01,30-156,G,DET,@,DEN,L,2022-01-23,1,28,7,9,.778,5,6,.833,2,3,.667,2,2,1.000,.911,0,3,3,6,1,0,2,2,18,17.8,8.8
14885,Luke Kennard\kennalu01,25-213,G,LAC,@,NYK,L,2022-01-23,0,28,4,10,.400,0,0,,4,10,.400,2,3,.667,.618,1,4,5,3,1,0,3,1,14,9.8,1.3
14886,Corey Kispert\kispeco01,22-326,G-F,WAS,,BOS,L,2022-01-23,0,24,1,4,.250,0,3,.000,1,1,1.000,0,0,,.375,0,1,1,0,1,1,0,1,3,2.2,-7.2
14887,Maxi Kleber\klebima01,29-359,F,DAL,,MEM,W,2022-01-23,1,24,2,3,.667,1,1,1.000,1,2,.500,2,3,.667,.810,1,2,3,2,1,3,2,4,7,7.5,5.0
14888,Nathan Knight\knighna01,24-125,F-C,MIN,,BRK,W,2022-01-23,0,1,0,3,.000,0,3,.000,0,0,,0,0,,.000,2,0,2,0,0,0,0,0,0,-0.7,-104.7
14889,Kevin Knox\knoxke01,22-165,F,ATL,@,CHO,W,2022-01-23,0,11,2,6,.333,2,2,1.000,0,4,.000,0,0,,.333,0,3,3,1,1,0,0,0,4,3.2,-3.6
14890,John Konchar\konchjo01,25-307,G,MEM,@,DAL,L,2022-01-23,1,23,1,6,.167,1,4,.250,0,2,.000,0,0,,.167,6,4,10,2,0,1,1,2,2,3.9,-4.8
14891,Furkan Korkmaz\korkmfu01,24-183,G,PHI,@,SAS,W,2022-01-23,1,37,7,13,.538,4,8,.500,3,5,.600,0,0,,.654,0,4,4,3,0,1,2,2,17,11.9,0.8
14892,Jonathan Kuminga\kuminjo01,19-109,F,GSW,,UTA,W,2022-01-23,0,8,0,2,.000,0,1,.000,0,1,.000,0,0,,.000,0,0,0,1,0,0,0,1,0,-1.1,-15.5
14893,Kyle Kuzma\kuzmaky01,26-183,F,WAS,,BOS,L,2022-01-23,1,24,4,11,.364,2,8,.250,2,3,.667,2,4,.500,.470,3,4,7,1,0,1,2,0,12,7.8,-2.8
14894,Jock Landale\landajo01,26-090,C,SAS,,PHI,L,2022-01-23,0,4,0,2,.000,0,0,,0,2,.000,0,0,,.000,0,1,1,0,0,0,0,0,0,-1.1,-28.2
14895,Romeo Langford\langfro01,22-090,G,BOS,@,WAS,W,2022-01-23,0,8,1,1,1.000,0,0,,1,1,1.000,0,0,,1.500,0,0,0,0,0,0,1,0,3,1.7,2.8
14896,Jake Layman\laymaja01,27-322,F,MIN,,BRK,W,2022-01-23,0,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.9
14897,Damion Lee\leeda03,29-094,G,GSW,,UTA,W,2022-01-23,0,24,4,8,.500,0,2,.000,4,6,.667,0,0,,.750,0,2,2,0,1,0,2,3,12,6.4,1.9
14898,Nassir Little\littlna01,21-346,F,POR,@,TOR,W,2022-01-23,1,39,8,11,.727,6,8,.750,2,3,.667,1,2,.500,.800,0,7,7,3,1,1,4,0,19,16.0,3.4
14899,Kevon Looney\looneke01,25-351,F-C,GSW,,UTA,W,2022-01-23,1,28,4,5,.800,4,5,.800,0,0,,2,2,1.000,.850,3,3,6,2,0,0,1,4,10,9.9,2.1
14900,Timothé Luwawu-Cabarrot\luwawti01,26-259,F,ATL,@,CHO,W,2022-01-23,0,1,1,1,1.000,0,0,,1,1,1.000,0,0,,1.500,0,0,0,0,0,0,0,0,3,2.7,64.4
14901,Trey Lyles\lylestr01,26-079,F,DET,@,DEN,L,2022-01-23,0,21,6,11,.545,6,8,.750,0,3,.000,6,9,.667,.602,1,4,5,1,0,1,2,1,18,12.4,-2.9
14902,Terance Mann\mannte01,25-097,G-F,LAC,@,NYK,L,2022-01-23,0,25,4,7,.571,3,5,.600,1,2,.500,0,0,,.643,0,4,4,0,2,0,0,2,9,8.1,1.0
14903,Caleb Martin\martica02,26-117,F,MIA,,LAL,W,2022-01-23,0,23,5,9,.556,3,7,.429,2,2,1.000,3,4,.750,.697,1,1,2,0,1,1,0,3,15,11.8,4.9
14904,Cody Martin\martico01,26-117,G-F,CHO,,ATL,L,2022-01-23,1,29,3,5,.600,2,4,.500,1,1,1.000,0,0,,.700,0,3,3,2,1,1,0,3,7,7.5,1.1
14905,Tyrese Maxey\maxeyty01,21-080,G,PHI,@,SAS,W,2022-01-23,1,42,6,14,.429,5,12,.417,1,2,.500,5,5,1.000,.556,1,3,4,6,1,0,4,2,18,12.6,-3.1
14906,Skylar Mays\mayssk01,24-140,G,ATL,@,CHO,W,2022-01-23,0,1,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,1,1,0,0,0,0,0,0,-0.4,-30.8
14907,CJ McCollum\mccolcj01,30-126,G,POR,@,TOR,W,2022-01-23,1,38,8,12,.667,5,7,.714,3,5,.600,0,0,,.792,1,9,10,6,2,0,5,2,19,17.6,4.0
14908,Jaden McDaniels\mcdanja02,21-116,F,MIN,,BRK,W,2022-01-23,1,27,6,11,.545,4,6,.667,2,5,.400,0,0,,.636,2,2,4,1,0,1,0,1,14,11.7,0.1
14909,Doug McDermott\mcderdo01,30-020,F,SAS,,PHI,L,2022-01-23,1,28,4,9,.444,3,4,.750,1,5,.200,0,0,,.500,0,1,1,1,2,0,1,2,9,5.5,-5.5
14910,Rodney McGruder\mcgruro01,30-178,G,DET,@,DEN,L,2022-01-23,0,24,2,4,.500,0,0,,2,4,.500,0,0,,.750,0,2,2,1,1,0,2,3,6,3.1,-3.5
14911,Alfonzo McKinnie\mckinal01,29-128,F,CHI,@,ORL,L,2022-01-23,0,4,0,0,,0,0,,0,0,,0,0,,,0,1,1,1,0,0,0,1,0,0.6,3.2
14912,Jordan McLaughlin\mclaujo01,25-289,G,MIN,,BRK,W,2022-01-23,0,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-9.6
14913,Ben McLemore\mclembe01,28-346,G,POR,@,TOR,W,2022-01-23,0,18,6,9,.667,1,2,.500,5,7,.714,0,0,,.944,0,1,1,0,0,0,0,1,17,13.0,14.0
14914,De'Anthony Melton\meltode01,23-240,G,MEM,@,DAL,L,2022-01-23,0,31,5,16,.313,4,13,.308,1,3,.333,1,2,.500,.355,2,4,6,5,3,1,1,3,12,10.0,5.4
14915,Patty Mills\millspa02,33-165,G,BRK,@,MIN,L,2022-01-23,1,33,8,15,.533,3,5,.600,5,10,.500,0,0,,.700,0,3,3,1,0,0,1,2,21,13.5,1.0
14916,Malik Monk\monkma01,23-353,G,LAL,@,MIA,L,2022-01-23,0,24,3,6,.500,2,2,1.000,1,4,.250,0,0,,.583,0,1,1,2,2,0,0,1,7,7.3,4.3
14917,Ja Morant\moranja01,22-166,G,MEM,@,DAL,L,2022-01-23,1,41,14,31,.452,14,28,.500,0,3,.000,7,10,.700,.494,7,6,13,6,1,0,7,4,35,21.0,6.9
14918,Marcus Morris\morrima03,32-143,F,LAC,@,NYK,L,2022-01-23,1,24,0,9,.000,0,5,.000,0,4,.000,4,5,.800,.179,0,3,3,1,1,0,0,4,4,-1.7,-18.3
14919,Monte Morris\morrimo01,26-210,G,DEN,,DET,W,2022-01-23,1,30,1,9,.111,1,7,.143,0,2,.000,2,2,1.000,.202,0,2,2,7,0,0,1,0,4,2.6,-11.9
14920,Dejounte Murray\murrade01,25-126,G,SAS,,PHI,L,2022-01-23,1,38,6,14,.429,6,12,.500,0,2,.000,7,10,.700,.516,2,7,9,12,1,0,4,2,19,18.5,0.7
14921,Aaron Nesmith\nesmiaa01,22-099,G-F,BOS,@,WAS,W,2022-01-23,0,4,0,2,.000,0,2,.000,0,0,,1,2,.500,.174,0,2,2,0,0,0,0,0,1,-0.2,-22.4
14922,Raul Neto\netora01,29-249,G,WAS,,BOS,L,2022-01-23,0,6,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,1,1,1,1,0,0,0,0,1.3,-2.4
14923,Georges Niang\niangge01,28-220,F,PHI,@,SAS,W,2022-01-23,0,24,1,5,.200,0,2,.000,1,3,.333,0,0,,.300,1,3,4,1,0,0,0,0,3,2.2,-6.9
14924,Zeke Nnaji\nnajize01,21-014,F,DEN,,DET,W,2022-01-23,0,17,5,5,1.000,3,3,1.000,2,2,1.000,0,0,,1.200,2,1,3,0,0,0,0,2,12,11.4,10.7
14925,Nerlens Noel\noelne01,27-288,C-F,NYK,,LAC,W,2022-01-23,0,26,4,5,.800,4,5,.800,0,0,,0,0,,.800,3,4,7,0,3,1,1,1,8,11.7,5.3
14926,Jaylen Nowell\nowelja01,22-198,G,MIN,,BRK,W,2022-01-23,0,22,6,9,.667,5,8,.625,1,1,1.000,3,3,1.000,.775,0,2,2,3,0,0,1,1,16,13.4,2.2
14927,Jusuf Nurkić\nurkiju01,27-153,C,POR,@,TOR,W,2022-01-23,1,31,5,9,.556,5,8,.625,0,1,.000,1,5,.200,.491,4,7,11,2,1,2,4,4,11,8.2,-7.0
14928,Royce O'Neale\onealro01,28-232,F,UTA,@,GSW,L,2022-01-23,1,32,0,4,.000,0,1,.000,0,3,.000,0,0,,.000,2,3,5,1,0,0,0,2,0,-0.6,-10.7
14929,Chuma Okeke\okekech01,23-158,F,ORL,,CHI,W,2022-01-23,0,30,4,7,.571,1,2,.500,3,5,.600,0,0,,.786,1,6,7,4,1,2,1,1,11,14.0,9.5
14930,Josh Okogie\okogijo01,23-144,G,MIN,,BRK,W,2022-01-23,0,11,2,2,1.000,1,1,1.000,1,1,1.000,0,0,,1.250,0,1,1,0,0,0,0,2,5,3.9,1.8
