Rk,Player,Age,Pos,Tm,,Opp,,Date,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TS%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM
14931,Onyeka Okongwu\okongon01,21-043,F,ATL,@,CHO,W,2022-01-23,0,16,2,4,.500,2,4,.500,0,0,,1,2,.500,.512,3,4,7,1,0,2,1,2,5,6.2,-0.9
14932,Kelly Oubre Jr.\oubreke01,26-045,F,CHO,,ATL,L,2022-01-23,0,23,5,13,.385,4,4,1.000,1,9,.111,1,2,.500,.432,1,4,5,0,0,0,1,2,12,4.6,-6.9
14933,Eric Paschall\pascher01,25-080,F,UTA,@,GSW,L,2022-01-23,0,12,2,5,.400,1,3,.333,1,2,.500,1,2,.500,.510,2,1,3,0,0,0,0,2,6,3.8,-1.3
14934,Gary Payton II\paytoga02,29-053,G,GSW,,UTA,W,2022-01-23,0,17,3,7,.429,3,4,.750,0,3,.000,0,0,,.429,1,4,5,1,2,1,0,2,6,6.8,5.8
14935,Theo Pinson\pinsoth01,26-079,G,DAL,,MEM,W,2022-01-23,0,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-6.3
14936,Mason Plumlee\plumlma01,31-324,C-F,CHO,,ATL,L,2022-01-23,1,19,3,5,.600,3,5,.600,0,0,,0,2,.000,.510,3,8,11,2,0,1,1,3,6,7.3,0.9
14937,Jakob Poeltl\poeltja01,26-100,C,SAS,,PHI,L,2022-01-23,1,39,11,16,.688,11,16,.688,0,0,,3,4,.750,.704,4,6,10,2,0,4,1,4,25,24.0,4.9
14938,Jordan Poole\poolejo01,22-218,G,GSW,,UTA,W,2022-01-23,1,34,7,13,.538,3,4,.750,4,9,.444,2,2,1.000,.720,1,2,3,2,0,1,2,4,20,13.5,4.9
14939,Otto Porter Jr.\porteot01,28-234,F,GSW,,UTA,W,2022-01-23,1,31,5,7,.714,2,3,.667,3,4,.750,0,0,,.929,0,8,8,1,3,1,0,0,13,16.9,17.3
14940,Kristaps Porziņģis\porzikr01,26-174,F-C,DAL,,MEM,W,2022-01-23,1,26,6,11,.545,4,4,1.000,2,7,.286,1,3,.333,.609,1,7,8,2,0,6,0,6,15,14.9,10.6
14941,Dwight Powell\poweldw01,30-187,F-C,DAL,,MEM,W,2022-01-23,0,21,2,4,.500,2,4,.500,0,0,,2,2,1.000,.615,2,3,5,0,0,0,1,5,6,3.3,-8.8
14942,Taurean Prince\princta02,27-307,F,MIN,,BRK,W,2022-01-23,0,20,6,6,1.000,4,4,1.000,2,2,1.000,1,1,1.000,1.165,0,0,0,0,0,0,1,1,15,11.8,6.6
14943,Payton Pritchard\pritcpa01,23-360,G,BOS,@,WAS,W,2022-01-23,0,4,0,2,.000,0,1,.000,0,1,.000,0,0,,.000,0,1,1,1,0,0,1,1,0,-1.8,-33.3
14944,Immanuel Quickley\quickim01,22-220,G,NYK,,LAC,W,2022-01-23,0,18,3,8,.375,1,5,.200,2,3,.667,0,0,,.500,2,0,2,6,1,0,0,3,8,9.0,8.5
14945,Julius Randle\randlju01,27-055,F-C,NYK,,LAC,W,2022-01-23,1,40,8,15,.533,5,8,.625,3,7,.429,5,6,.833,.680,0,9,9,5,0,0,7,4,24,13.9,-2.3
14946,Austin Reaves\reaveau01,23-239,G,LAL,@,MIA,L,2022-01-23,0,9,0,1,.000,0,1,.000,0,0,,2,2,1.000,.532,0,0,0,1,0,0,1,0,2,1.0,-5.5
14947,Cam Reddish\reddica01,22-144,F,NYK,,LAC,W,2022-01-23,0,5,1,2,.500,1,1,1.000,0,1,.000,0,0,,.500,0,2,2,0,0,0,0,0,2,1.6,-4.6
14948,Davon Reed\reedda01,26-226,G,DEN,,DET,W,2022-01-23,0,12,2,4,.500,0,1,.000,2,3,.667,0,0,,.750,0,1,1,0,0,0,0,3,6,3.1,-2.9
14949,Naz Reid\reidna01,22-150,F,MIN,,BRK,W,2022-01-23,0,14,2,7,.286,2,5,.400,0,2,.000,0,1,.000,.269,3,2,5,1,1,3,1,3,4,3.8,-10.1
14950,Nick Richards\richani01,24-055,F-C,CHO,,ATL,L,2022-01-23,0,2,0,0,,0,0,,0,0,,0,2,.000,.000,0,1,1,0,0,0,0,0,0,-0.5,-17.0
14951,Josh Richardson\richajo01,28-130,G,BOS,@,WAS,W,2022-01-23,0,17,0,3,.000,0,2,.000,0,1,.000,0,0,,.000,1,3,4,0,0,0,0,1,0,-0.9,-11.8
14952,Austin Rivers\riverau01,29-175,G,DEN,,DET,W,2022-01-23,1,34,4,7,.571,3,3,1.000,1,4,.250,2,3,.667,.661,0,1,1,2,2,0,0,2,11,10.2,0.2
14953,Duncan Robinson\robindu01,27-276,G-F,MIA,,LAL,W,2022-01-23,1,42,8,13,.615,2,2,1.000,6,11,.545,3,4,.750,.847,1,4,5,3,2,0,3,4,25,20.1,7.4
14954,Mitchell Robinson\robinmi01,23-297,C,NYK,,LAC,W,2022-01-23,1,16,3,6,.500,3,6,.500,0,0,,2,4,.500,.515,4,4,8,2,0,0,0,1,8,9.2,3.3
14955,Terry Rozier\roziete01,27-312,G,CHO,,ATL,L,2022-01-23,1,30,2,14,.143,2,8,.250,0,6,.000,3,5,.600,.216,1,4,5,7,3,0,1,2,7,5.2,-3.6
14956,D'Angelo Russell\russeda01,25-334,G,MIN,,BRK,W,2022-01-23,1,31,7,13,.538,5,7,.714,2,6,.333,7,7,1.000,.715,0,5,5,10,1,0,2,2,23,23.4,7.1
14957,Admiral Schofield\schofad01,24-299,G-F,ORL,,CHI,W,2022-01-23,0,23,2,5,.400,0,0,,2,5,.400,0,0,,.600,0,2,2,3,1,0,2,4,6,3.4,-3.6
14958,Dennis Schröder\schrode01,28-130,G,BOS,@,WAS,W,2022-01-23,0,22,2,5,.400,2,5,.400,0,0,,3,3,1.000,.554,0,2,2,5,0,0,3,1,7,5.0,-4.9
14959,Day'Ron Sharpe\sharpda01,20-078,C,BRK,@,MIN,L,2022-01-23,1,22,4,7,.571,4,7,.571,0,0,,0,0,,.571,6,3,9,0,0,1,2,3,8,7.3,-7.0
14960,Pascal Siakam\siakapa01,27-296,F,TOR,,POR,L,2022-01-23,1,34,13,20,.650,13,19,.684,0,1,.000,2,4,.500,.643,2,6,8,5,1,1,3,4,28,22.2,4.8
14961,Anfernee Simons\simonan01,22-229,G,POR,@,TOR,W,2022-01-23,1,37,6,18,.333,1,9,.111,5,9,.556,2,2,1.000,.503,0,3,3,5,1,0,6,2,19,7.4,-8.1
14962,Marcus Smart\smartma01,27-323,G,BOS,@,WAS,W,2022-01-23,1,31,4,9,.444,2,3,.667,2,6,.333,1,2,.500,.557,0,4,4,6,4,0,4,4,11,9.7,3.2
14963,Dennis Smith Jr.\smithde03,24-059,G,POR,@,TOR,W,2022-01-23,0,14,2,3,.667,2,3,.667,0,0,,1,2,.500,.644,0,1,1,6,0,0,1,3,5,5.6,0.0
14964,Ish Smith\smithis01,33-202,G,CHO,,ATL,L,2022-01-23,0,14,0,3,.000,0,3,.000,0,0,,0,0,,.000,3,3,6,2,1,0,1,2,0,1.5,-6.4
14965,Cassius Stanley\stanlca01,22-158,G,DET,@,DEN,L,2022-01-23,0,11,1,3,.333,1,2,.500,0,1,.000,0,0,,.333,0,2,2,0,0,0,0,4,2,-0.7,-16.7
14966,Isaiah Stewart\stewais01,20-246,F-C,DET,@,DEN,L,2022-01-23,1,27,8,8,1.000,7,7,1.000,1,1,1.000,1,1,1.000,1.066,0,3,3,1,0,0,2,6,18,12.8,3.4
14967,Max Strus\strusma01,25-301,G,MIA,,LAL,W,2022-01-23,0,29,3,8,.375,1,1,1.000,2,7,.286,0,0,,.500,0,3,3,0,0,0,1,4,8,1.9,-9.2
14968,Jalen Suggs\suggsja01,20-234,G,ORL,,CHI,W,2022-01-23,1,33,4,10,.400,4,9,.444,0,1,.000,7,8,.875,.555,0,5,5,7,2,1,1,5,15,15.3,1.4
14969,Jayson Tatum\tatumja01,23-326,F,BOS,@,WAS,W,2022-01-23,1,33,18,28,.643,9,14,.643,9,14,.643,6,6,1.000,.832,2,8,10,7,0,0,1,1,51,45.9,38.5
14970,Cam Thomas\thomaca02,20-102,G,BRK,@,MIN,L,2022-01-23,0,15,4,6,.667,3,4,.750,1,2,.500,2,2,1.000,.799,0,2,2,1,0,0,0,1,11,9.3,6.8
14971,Matt Thomas\thomama02,27-172,G,CHI,@,ORL,L,2022-01-23,0,20,1,1,1.000,0,0,,1,1,1.000,2,2,1.000,1.330,0,2,2,0,0,0,1,0,5,4.3,-0.2
14972,JT Thor\thorjt01,19-150,F,CHO,,ATL,L,2022-01-23,0,2,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,0,0,0,0,0,0,0,0,-0.7,-21.7
14973,Killian Tillie\tilliki02,23-324,F,MEM,@,DAL,L,2022-01-23,0,22,3,6,.500,2,3,.667,1,3,.333,0,0,,.583,0,2,2,3,3,0,1,2,7,7.9,9.1
14974,Xavier Tillman Sr.\tillmxa01,23-011,F,MEM,@,DAL,L,2022-01-23,0,16,3,3,1.000,3,3,1.000,0,0,,0,0,,1.000,1,2,3,0,1,0,3,2,6,3.6,-3.5
14975,Obi Toppin\toppiob01,23-325,F,NYK,,LAC,W,2022-01-23,0,8,1,2,.500,1,1,1.000,0,1,.000,0,0,,.500,0,0,0,1,0,1,0,0,2,2.4,2.9
14976,Juan Toscano-Anderson\toscaju01,28-288,F,GSW,,UTA,W,2022-01-23,0,7,0,0,,0,0,,0,0,,0,0,,,1,2,3,1,0,0,1,0,0,1.0,-4.3
14977,Karl-Anthony Towns\townska01,26-069,C-F,MIN,,BRK,W,2022-01-23,1,32,7,18,.389,5,11,.455,2,7,.286,7,9,.778,.524,0,7,7,2,2,2,3,3,23,15.1,-3.9
14978,Gary Trent Jr.\trentga02,23-005,G,TOR,,POR,L,2022-01-23,1,28,4,15,.267,0,4,.000,4,11,.364,1,2,.500,.409,0,0,0,1,1,0,3,1,13,2.0,-13.0
14979,P.J. Tucker\tuckepj01,36-263,F,MIA,,LAL,W,2022-01-23,1,30,3,6,.500,1,3,.333,2,3,.667,0,0,,.667,2,5,7,5,1,0,1,3,8,10.2,5.3
14980,Jarred Vanderbilt\vandeja01,22-295,F,MIN,,BRK,W,2022-01-23,1,32,3,3,1.000,3,3,1.000,0,0,,3,4,.750,.945,2,7,9,2,5,0,0,1,9,17.2,9.6
14981,Fred VanVleet\vanvlfr01,27-332,G,TOR,,POR,L,2022-01-23,1,42,6,19,.316,2,4,.500,4,15,.267,3,3,1.000,.468,2,3,5,8,5,1,2,5,19,17.7,2.5
14982,Devin Vassell\vassede01,21-153,G-F,SAS,,PHI,L,2022-01-23,0,20,6,12,.500,3,6,.500,3,6,.500,0,0,,.625,1,3,4,1,0,0,0,3,15,10.1,2.5
14983,Gabe Vincent\vincega01,25-223,G,MIA,,LAL,W,2022-01-23,1,32,3,11,.273,2,6,.333,1,5,.200,4,4,1.000,.431,0,1,1,6,2,0,3,6,11,5.6,-7.4
14984,Nikola Vučević\vucevni01,31-091,C,CHI,@,ORL,L,2022-01-23,1,30,4,19,.211,2,11,.182,2,8,.250,3,4,.750,.313,3,10,13,3,0,0,5,6,13,0.7,-14.8
14985,Franz Wagner\wagnefr01,20-149,G-F,ORL,,CHI,W,2022-01-23,1,38,7,14,.500,7,11,.636,0,3,.000,4,4,1.000,.571,2,2,4,5,1,1,1,0,18,17.2,0.8
14986,Moritz Wagner\wagnemo01,24-272,F-C,ORL,,CHI,W,2022-01-23,0,25,9,13,.692,8,9,.889,1,4,.250,4,4,1.000,.779,0,2,2,4,1,0,1,3,23,19.7,10.6
14987,Lonnie Walker IV\walkelo01,23-040,G,SAS,,PHI,L,2022-01-23,0,25,6,10,.600,4,6,.667,2,4,.500,0,0,,.700,0,2,2,2,0,0,1,1,14,10.0,0.4
14988,P.J. Washington\washipj01,23-153,F,CHO,,ATL,L,2022-01-23,0,31,4,7,.571,2,3,.667,2,4,.500,2,2,1.000,.761,1,6,7,4,0,2,3,2,12,11.6,4.4
14989,Yuta Watanabe\watanyu01,27-102,F,TOR,,POR,L,2022-01-23,0,2,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-12.0
14990,Trendon Watford\watfotr01,21-075,F,POR,@,TOR,W,2022-01-23,0,15,3,6,.500,3,6,.500,0,0,,0,0,,.500,3,3,6,3,0,1,0,1,6,8.4,6.3
14991,Russell Westbrook\westbru01,33-072,G,LAL,@,MIA,L,2022-01-23,1,32,9,15,.600,9,12,.750,0,3,.000,6,8,.750,.648,2,7,9,9,0,0,3,5,24,21.1,8.4
14992,Coby White\whiteco01,21-341,G,CHI,@,ORL,L,2022-01-23,1,35,8,18,.444,7,11,.636,1,7,.143,5,7,.714,.522,1,3,4,0,1,1,3,3,22,10.9,-2.8
14993,Derrick White\whitede01,27-205,G,SAS,,PHI,L,2022-01-23,1,33,4,15,.267,2,8,.250,2,7,.286,0,0,,.333,2,5,7,9,1,0,1,1,10,9.9,-2.6
14994,Andrew Wiggins\wiggian01,26-334,F-G,GSW,,UTA,W,2022-01-23,1,35,6,17,.353,5,12,.417,1,5,.200,1,2,.500,.391,1,4,5,1,2,1,1,3,14,7.2,-5.2
14995,Grant Williams\willigr01,23-054,F,BOS,@,WAS,W,2022-01-23,0,22,3,6,.500,1,3,.333,2,3,.667,2,2,1.000,.727,1,6,7,1,0,1,0,1,10,10.5,8.7
14996,Lou Williams\willilo02,35-088,G,ATL,@,CHO,W,2022-01-23,0,15,4,7,.571,4,7,.571,0,0,,1,1,1.000,.605,1,2,3,4,0,0,0,1,9,9.4,7.4
14997,Robert Williams\williro04,24-098,C-F,BOS,@,WAS,W,2022-01-23,1,31,4,6,.667,4,6,.667,0,0,,0,0,,.667,3,5,8,4,0,2,1,3,8,11.0,4.8
14998,Ziaire Williams\willizi02,20-133,F,MEM,@,DAL,L,2022-01-23,1,23,4,13,.308,3,5,.600,1,8,.125,0,0,,.346,1,0,1,1,0,0,0,5,9,0.9,-9.6
14999,Delon Wright\wrighde01,29-272,G,ATL,@,CHO,W,2022-01-23,0,20,2,6,.333,1,2,.500,1,4,.250,1,2,.500,.436,0,4,4,4,4,0,2,3,6,7.0,4.4
15000,McKinley Wright IV\wrighmc01,23-090,G,MIN,,BRK,W,2022-01-23,0,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,1,0,0,0,0,0,0.7,14.1
15001,McKinley Wright IV\wrighmc01,23-090,G,MIN,,BRK,W,2022-01-23,0,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,1,0,0,0,0,0,0.7,14.1
15002,Trae Young\youngtr01,23-126,G,ATL,@,CHO,W,2022-01-23,1,35,9,20,.450,1,5,.200,8,15,.533,4,5,.800,.676,0,4,4,4,1,0,2,2,30,21.4,9.2
15003,Ivica Zubac\zubaciv01,24-311,C,LAC,@,NYK,L,2022-01-23,1,29,5,8,.625,5,8,.625,0,0,,7,11,.636,.662,4,10,14,0,0,3,4,2,17,14.9,-1.2
15004,Nickeil Alexander-Walker\alexani01,23-144,G,NOP,,IND,W,2022-01-24,0,34,4,13,.308,4,8,.500,0,5,.000,6,6,1.000,.448,2,1,3,6,1,1,2,1,14,11.7,-2.0
15005,Jose Alvarado\alvarjo01,23-287,G,NOP,,IND,W,2022-01-24,0,12,1,4,.250,1,2,.500,0,2,.000,1,1,1.000,.338,0,0,0,1,1,0,0,2,3,1.5,-8.8
15006,Udoka Azubuike\azubuud01,22-129,C,UTA,@,PHO,L,2022-01-24,0,3,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,0,0,0,0,0,0,0,0,-0.7,-23.6
15007,RJ Barrett\barrerj01,21-224,G-F,NYK,@,CLE,L,2022-01-24,1,34,9,16,.563,8,12,.667,1,4,.250,5,10,.500,.588,1,4,5,4,2,0,1,0,24,20.1,9.9
15008,Darius Bazley\bazleda01,21-226,F,OKC,,CHI,L,2022-01-24,0,20,2,7,.286,1,4,.250,1,3,.333,0,0,,.357,0,8,8,1,0,0,1,0,5,3.0,-9.1
15009,Goga Bitadze\bitadgo01,22-188,C,IND,@,NOP,L,2022-01-24,1,22,4,7,.571,4,6,.667,0,1,.000,4,6,.667,.622,3,2,5,3,0,0,3,5,12,7.7,-5.8
15010,Bismack Biyombo\biyombi01,29-149,C-F,PHO,,UTA,W,2022-01-24,0,31,7,10,.700,7,10,.700,0,0,,2,6,.333,.633,4,9,13,1,0,1,0,3,16,15.9,2.1
15011,Devin Booker\bookede01,25-086,G,PHO,,UTA,W,2022-01-24,1,38,14,35,.400,11,22,.500,3,13,.231,2,3,.667,.454,2,5,7,3,2,2,3,4,33,17.5,0.1
15012,Tony Bradley\bradlto01,24-016,F-C,CHI,@,OKC,W,2022-01-24,0,2,0,0,,0,0,,0,0,,0,0,,,0,1,1,0,0,1,1,1,0,-0.4,-23.8
15013,Mikal Bridges\bridgmi01,25-147,G,PHO,,UTA,W,2022-01-24,1,35,2,8,.250,2,6,.333,0,2,.000,0,0,,.250,1,3,4,6,2,0,0,1,4,6.6,-1.9
15014,Oshae Brissett\brissos01,23-218,F,IND,@,NOP,L,2022-01-24,0,33,1,5,.200,0,1,.000,1,4,.250,3,5,.600,.417,1,8,9,0,2,2,2,4,6,5.0,-6.0
15015,Troy Brown Jr.\browntr01,22-180,G-F,CHI,@,OKC,W,2022-01-24,1,31,4,9,.444,2,5,.400,2,4,.500,0,0,,.556,0,3,3,2,1,1,1,4,10,6.7,-4.3
15016,Alec Burks\burksal01,30-188,G,NYK,@,CLE,L,2022-01-24,0,18,0,4,.000,0,2,.000,0,2,.000,0,0,,.000,1,2,3,4,0,0,0,3,0,0.1,-10.3
15017,Jared Butler\butleja02,21-152,G,UTA,@,PHO,L,2022-01-24,0,17,5,9,.556,2,5,.400,3,4,.750,0,0,,.722,0,1,1,2,4,0,1,2,13,12.6,18.6
15018,Gary Clark\clarkga01,27-069,F,NOP,,IND,W,2022-01-24,0,12,0,3,.000,0,1,.000,0,2,.000,0,0,,.000,0,2,2,0,0,0,0,0,0,-1.5,-17.0
15019,Jordan Clarkson\clarkjo01,29-231,G,UTA,@,PHO,L,2022-01-24,1,34,9,20,.450,5,9,.556,4,11,.364,0,1,.000,.538,2,2,4,5,2,0,4,2,22,13.9,-0.1
15020,Tyler Cook\cookty01,24-123,F,CHI,@,OKC,W,2022-01-24,0,8,2,2,1.000,2,2,1.000,0,0,,1,2,.500,.868,2,3,5,0,0,0,0,0,5,6.3,7.3
15021,Torrey Craig\craigto01,31-036,G-F,IND,@,NOP,L,2022-01-24,1,30,5,8,.625,2,3,.667,3,5,.600,0,0,,.813,2,2,4,2,0,1,0,4,13,11.9,3.5
15022,Ed Davis\davised01,32-233,F,CLE,,NYK,W,2022-01-24,1,17,0,2,.000,0,2,.000,0,0,,2,2,1.000,.347,2,4,6,2,0,0,0,5,2,2.6,-3.6
15023,Mamadi Diakite\diakima01,25-003,F,OKC,,CHI,L,2022-01-24,0,7,1,2,.500,1,2,.500,0,0,,0,0,,.500,1,2,3,0,1,1,0,2,2,3.2,2.4
15024,Luguentz Dort\dortlu01,22-280,G,OKC,,CHI,L,2022-01-24,1,31,5,13,.385,2,8,.250,3,5,.600,3,4,.750,.542,3,4,7,2,0,1,0,4,16,12.3,-0.9
15025,Ayo Dosunmu\dosunay01,22-007,G,CHI,@,OKC,W,2022-01-24,1,35,10,14,.714,6,8,.750,4,6,.667,0,0,,.857,0,5,5,8,0,1,3,6,24,20.6,7.7
15026,Chris Duarte\duartch01,24-225,G,IND,@,NOP,L,2022-01-24,1,27,4,11,.364,2,5,.400,2,6,.333,4,4,1.000,.549,0,4,4,3,1,1,0,2,14,12.1,2.3
15027,Trent Forrest\forretr01,23-226,G,UTA,@,PHO,L,2022-01-24,1,36,8,12,.667,7,10,.700,1,2,.500,0,0,,.708,2,4,6,2,1,0,1,3,17,14.6,1.1
15028,Evan Fournier\fournev01,29-087,G-F,NYK,@,CLE,L,2022-01-24,1,21,3,9,.333,2,3,.667,1,6,.167,0,0,,.389,0,0,0,0,0,0,0,0,7,1.9,-9.0
15029,Darius Garland\garlada01,21-363,G,CLE,,NYK,W,2022-01-24,1,39,6,19,.316,5,13,.385,1,6,.167,0,0,,.342,0,2,2,12,2,0,6,1,13,6.7,-6.6
15030,Rudy Gay\gayru01,35-160,F,UTA,@,PHO,L,2022-01-24,1,36,4,9,.444,3,6,.500,1,3,.333,4,4,1.000,.604,0,5,5,0,0,0,2,2,13,7.0,-7.3
15031,Taj Gibson\gibsota01,36-214,F,NYK,@,CLE,L,2022-01-24,0,19,2,3,.667,2,3,.667,0,0,,2,2,1.000,.773,2,6,8,0,1,0,1,3,6,6.7,-0.2
15032,Josh Giddey\giddejo01,19-106,G,OKC,,CHI,L,2022-01-24,1,31,4,11,.364,4,6,.667,0,5,.000,1,2,.500,.379,3,5,8,6,0,0,4,0,9,6.3,-9.9
15033,Shai Gilgeous-Alexander\gilgesh01,23-196,G,OKC,,CHI,L,2022-01-24,1,39,9,17,.529,7,12,.583,2,5,.400,11,14,.786,.669,0,3,3,10,3,1,3,1,31,29.7,12.2
15034,Devonte' Graham\grahade01,26-336,G,NOP,,IND,W,2022-01-24,1,35,8,14,.571,3,5,.600,5,9,.556,4,4,1.000,.793,0,3,3,6,1,0,1,1,25,23.1,11.0
15035,Javonte Green\greenja02,28-185,F,CHI,@,OKC,W,2022-01-24,1,25,2,3,.667,2,3,.667,0,0,,1,2,.500,.644,0,2,2,1,2,1,0,0,5,7.3,1.0
15036,Quentin Grimes\grimequ01,21-261,G,NYK,@,CLE,L,2022-01-24,0,24,4,7,.571,0,1,.000,4,6,.667,0,0,,.857,1,0,1,1,0,1,0,0,12,10.8,10.3
15037,Josh Hart\hartjo01,26-324,G,NOP,,IND,W,2022-01-24,1,36,6,11,.545,5,6,.833,1,5,.200,9,9,1.000,.735,1,9,10,2,1,0,3,5,22,17.5,0.6
15038,Jaxson Hayes\hayesja02,21-246,F,NOP,,IND,W,2022-01-24,0,17,6,10,.600,6,9,.667,0,1,.000,2,2,1.000,.643,2,5,7,0,2,0,2,4,14,10.7,-0.1
15039,Malcolm Hill\hillma01,26-090,F,CHI,@,OKC,W,2022-01-24,0,17,2,4,.500,2,2,1.000,0,2,.000,0,0,,.500,1,0,1,1,1,0,0,2,4,3.6,-4.9
15040,Justin Holiday\holidju01,32-294,F,IND,@,NOP,L,2022-01-24,1,22,3,8,.375,3,5,.600,0,3,.000,2,2,1.000,.450,1,0,1,1,0,0,1,1,8,3.6,-11.0
15041,Danuel House Jr.\houseda01,28-231,G,UTA,@,PHO,L,2022-01-24,1,43,4,9,.444,3,5,.600,1,4,.250,5,9,.556,.540,0,7,7,4,2,2,1,0,14,15.0,2.4
15042,Elijah Hughes\hugheel01,23-320,F,UTA,@,PHO,L,2022-01-24,0,14,2,5,.400,0,1,.000,2,4,.500,0,0,,.600,0,2,2,1,1,0,1,1,6,4.2,0.7
15043,Isaiah Jackson\jacksis01,20-014,F-C,IND,@,NOP,L,2022-01-24,0,12,2,4,.500,2,3,.667,0,1,.000,2,2,1.000,.615,0,4,4,1,0,2,1,5,6,4.3,-2.9
15044,Ty Jerome\jeromty01,24-200,G,OKC,,CHI,L,2022-01-24,0,12,2,3,.667,2,2,1.000,0,1,.000,2,2,1.000,.773,0,1,1,2,2,0,0,2,6,7.6,9.5
15045,Cameron Johnson\johnsca02,25-327,F,PHO,,UTA,W,2022-01-24,1,38,7,12,.583,2,4,.500,5,8,.625,1,1,1.000,.804,2,4,6,0,3,0,2,1,20,17.6,6.8
15046,Herbert Jones\joneshe01,23-110,F,NOP,,IND,W,2022-01-24,1,34,4,9,.444,4,6,.667,0,3,.000,1,2,.500,.455,1,3,4,2,1,2,0,4,9,7.7,-2.9
15047,Jeremy Lamb\lambje01,29-239,G-F,IND,@,NOP,L,2022-01-24,0,22,2,5,.400,1,1,1.000,1,4,.250,2,2,1.000,.595,1,1,2,0,2,0,1,1,7,5.9,-2.5
15048,Zach LaVine\lavinza01,26-320,G-F,CHI,@,OKC,W,2022-01-24,1,35,6,19,.316,3,9,.333,3,10,.300,8,10,.800,.491,0,7,7,7,2,1,3,0,23,18.0,1.8
15049,Caris LeVert\leverca01,27-152,G-F,IND,@,NOP,L,2022-01-24,1,32,8,21,.381,5,15,.333,3,6,.500,0,2,.000,.434,2,4,6,8,0,0,4,2,19,10.1,-6.5
15050,Kevin Love\loveke01,33-139,F,CLE,,NYK,W,2022-01-24,0,24,6,12,.500,0,0,,6,12,.500,2,2,1.000,.776,0,11,11,3,1,0,3,2,20,16.6,18.9
15051,Tre Mann\manntr01,20-355,G,OKC,,CHI,L,2022-01-24,0,17,2,6,.333,2,5,.400,0,1,.000,0,0,,.333,0,1,1,0,0,0,0,0,4,0.9,-13.8
15052,JaVale McGee\mcgeeja01,34-005,C,PHO,,UTA,W,2022-01-24,1,17,3,6,.500,3,6,.500,0,0,,0,0,,.500,5,4,9,0,0,2,2,5,6,5.1,-9.8
15053,Alfonzo McKinnie\mckinal01,29-129,F,CHI,@,OKC,W,2022-01-24,0,11,1,2,.500,1,2,.500,0,0,,0,0,,.500,0,4,4,0,0,0,1,4,2,-0.4,-16.8
15054,Evan Mobley\mobleev01,20-220,F-C,CLE,,NYK,W,2022-01-24,1,38,6,12,.500,6,11,.545,0,1,.000,3,7,.429,.497,5,7,12,5,0,0,4,0,15,12.5,-0.6
15055,Mike Muscala\muscami01,30-207,F-C,OKC,,CHI,L,2022-01-24,0,15,5,12,.417,1,1,1.000,4,11,.364,0,0,,.583,1,1,2,0,0,1,0,2,14,8.5,5.8
15056,Nerlens Noel\noelne01,27-289,C-F,NYK,@,CLE,L,2022-01-24,1,29,1,1,1.000,1,1,1.000,0,0,,0,3,.000,.431,3,10,13,1,2,0,0,4,2,6.7,-0.3
15057,Isaac Okoro\okorois01,20-363,G-F,CLE,,NYK,W,2022-01-24,1,33,6,13,.462,6,10,.600,0,3,.000,2,3,.667,.489,3,3,6,2,0,1,0,1,14,11.6,1.0
15058,Cedi Osman\osmande01,26-291,F,CLE,,NYK,W,2022-01-24,0,11,0,5,.000,0,2,.000,0,3,.000,0,0,,.000,0,1,1,2,0,0,0,0,0,-1.8,-18.0
15059,Eric Paschall\pascher01,25-081,F,UTA,@,PHO,L,2022-01-24,0,25,4,7,.571,2,4,.500,2,3,.667,4,4,1.000,.799,1,3,4,0,0,0,2,3,14,9.1,-2.0
15060,Chris Paul\paulch01,36-263,G,PHO,,UTA,W,2022-01-24,1,40,10,17,.588,6,10,.600,4,7,.571,3,4,.750,.720,1,8,9,13,1,0,7,2,27,24.1,6.4
15061,Elfrid Payton\paytoel01,27-336,G,PHO,,UTA,W,2022-01-24,0,12,3,6,.500,3,5,.600,0,1,.000,0,1,.000,.466,2,0,2,2,1,0,0,0,6,6.4,7.2
15062,Immanuel Quickley\quickim01,22-221,G,NYK,@,CLE,L,2022-01-24,0,26,1,10,.100,0,4,.000,1,6,.167,0,0,,.150,0,1,1,6,1,0,1,2,3,0.1,-10.4
15063,Julius Randle\randlju01,27-056,F-C,NYK,@,CLE,L,2022-01-24,1,33,6,17,.353,4,10,.400,2,7,.286,4,6,.667,.458,1,6,7,4,3,0,4,3,18,10.8,0.5
15064,Jeremiah Robinson-Earl\robinje02,21-082,F,OKC,,CHI,L,2022-01-24,1,22,4,7,.571,0,1,.000,4,6,.667,0,0,,.857,0,3,3,3,2,1,2,3,12,11.2,10.8
15065,Rajon Rondo\rondora01,35-336,G,CLE,,NYK,W,2022-01-24,0,18,3,4,.750,1,1,1.000,2,3,.667,0,0,,1.000,0,4,4,3,1,0,2,2,8,7.9,7.2
